OBJECTID,GID,CITY_NM,CITY_NBR,CITY_FIPS,INC_FLAG,CNTY_SEAT,POP1990,POP2000,POP2010,POP2020,CNTY_NBR,DIST_NBR
1,124,Fink,,4825836,N,N,,,,,92,1
2,1232,Lively,,4843084,N,N,,,,,130,18
3,1233,Stubbs,,0,N,N,,,,,130,18
4,1234,Peeltown,,0,N,N,,,,,130,18
5,1235,Tolosa,,4873304,N,N,,,,,130,18
6,1236,Elmo,,4823356,N,N,,,768,,130,18
7,1237,Judson,,4838212,N,N,,,,,93,10
8,1238,Footes,,0,N,N,,,,,93,10
9,1239,Liberty City,,4842616,N,N,,,,,93,10
10,1240,Hughey,,0,N,N,,,,,93,10
11,1241,Elderville,,4822924,N,N,,,,,93,10
12,125,Britton,,4810360,N,N,,,,,71,18
13,1242,Rolling Meadows,,4862990,N,N,,,,,93,10
14,1243,Dogwood City,,0,N,N,,,,,212,10
15,1244,Teaselville,,4872032,N,N,,,,,212,10
16,1245,James Town,,0,N,N,,,,,212,10
17,1246,Red Springs,,4861292,N,N,,,,,12,3
18,1247,Garden Valley,,4828260,N,N,,,,,212,10
19,1248,Sand Flat,,4865132,N,N,,,,,212,10
20,1249,Starrville,,4870100,N,N,,,,,212,10
21,1250,Mount Sylvan,,4849836,N,N,,,,,212,10
22,1251,Owentown,,4854504,N,N,,,,,212,10
23,126,Crisp,,4817732,N,N,,,,,71,18
24,1252,Swan,,4871432,N,N,,,,,212,10
25,1253,Browning,,4810732,N,N,,,,,212,10
26,1254,Bascom,,4805792,N,N,,,,,212,10
27,1255,Chapel Hill,,4814272,N,N,,,,,212,10
28,1256,Swinneytown,,0,N,N,,,,,212,10
29,1257,Copeland,,4816594,N,N,,,,,212,10
30,1258,Gresham,,4831076,N,N,,,,,212,10
31,1259,Omen,,4854036,N,N,,,,,212,10
32,1260,Blackjack,,4808440,N,N,,,,,37,10
33,1261,Wright City,,4880332,N,N,,,,,212,10
34,127,Parker,,4855164,N,N,,,3811,5442,127,2
35,1262,Antioch,,4803444,N,N,,,,,34,19
36,1263,Flint,,4826076,N,N,,,,,212,10
37,1264,Walnut Grove,,4876312,N,N,,,,,212,10
38,1265,Reagor Springs,,4860920,N,N,,,,,71,18
39,1266,Howard,,4835048,N,N,,,,,71,18
40,1267,Five Points,,4825956,N,N,,,,,71,18
41,1268,Ensign,,4824408,N,N,,,,,71,18
42,1269,Forreston,,4826628,N,N,,,,,71,18
43,1270,Avalon,,4805060,N,N,,,,,71,18
44,1271,India,,4835876,N,N,,,,,71,18
45,128,Lillian,,4842736,N,N,,,,,127,2
46,1272,Trumbull,,4873784,N,N,,,,,71,18
47,1273,Rockett,,4862684,N,N,,,,,71,18
48,1274,Bristol,,4810336,N,N,,,668,,71,18
49,1275,Mountain Peak,,4849632,N,N,,,,,71,18
50,1276,Ike,,4835768,N,N,,,,,71,18
51,1277,Boyce,,4809724,N,N,,,,,71,18
52,1278,Telico,,4872140,N,N,,,,,71,18
53,1279,Griffith,,4831172,N,N,,,,,40,5
54,1280,Bluff Dale,,4808932,N,N,,,,,73,2
55,1281,Huckabay,,4835204,N,N,,,,,73,2
56,129,Happy Hill,,4832168,N,N,,,,,127,2
57,1282,Lingleville,,4842880,N,N,,,,,73,2
58,1283,Bunyan,,4811320,N,N,,,,,73,2
59,1284,Chalk Mountain,,4814128,N,N,,,,,73,2
60,1285,Highland,,4833692,N,N,,,,,73,2
61,1286,Johnsville,,4837864,N,N,,,,,73,2
62,1287,Selden,,4866668,N,N,,,,,73,2
63,1288,Lone Oak,25200,4843636,Y,N,521,521,598,699,117,1
64,1289,Singleton,,4868024,N,N,,,,,94,17
65,1290,Keith,,4838584,N,N,,,,,94,17
66,1291,Shiro,,4867664,N,N,,,,,94,17
67,130,Egan,,4822780,N,N,,,,,127,2
68,1292,Carlos,,4812868,N,N,,,,,94,17
69,1293,Roans Prairie,,4862516,N,N,,,,,94,17
70,1294,Richards,,4861784,N,N,,,,,94,17
71,1295,Piedmont,,4857368,N,N,,,,,94,17
72,1296,Stoneham,,4870448,N,N,,,,,94,17
73,1297,Plantersville,,4858040,N,N,,,,604,94,17
74,1298,White Hall,,4878352,N,N,,,,,94,17
75,1299,Courtney,,4817324,N,N,,,,,94,17
76,1300,Cross,,4817780,N,N,,,,,94,17
77,1301,Schwertner,,4866224,N,N,,,,,246,14
78,14,Minden,,4848636,N,N,,,,,201,10
79,131,Acton,,4801144,N,N,,,,,112,2
80,1302,Corn Hill,,0,N,N,,,,,246,14
81,1303,Andice,,4803204,N,N,,,,,246,14
82,1304,New Corn Hill,,4850904,N,N,,,,,246,14
83,1305,Theon,,4872632,N,N,,,,,246,14
84,1306,Walburg,,4876108,N,N,,,,,246,14
85,1307,Laureles,,4841728,N,N,,,3692,,31,21
86,1308,Santa Maria,,4865744,N,N,,,733,,31,21
87,1309,Laguna Heights,,4840300,N,N,,,3488,,31,21
88,1310,La Paloma,,4841416,N,N,,,2903,,31,21
89,1311,Boca Chica,,4809112,N,N,,,,,31,21
90,132,Florey,,4826172,N,N,,,,,2,6
91,1312,Caney-Well,,0,N,N,,,,,194,1
92,1313,Seth Ward,,4866848,N,N,,,2025,,96,5
93,1314,Halfway,,4831844,N,N,,,,,96,5
94,1315,Mayfield,,4847208,N,N,,,,,110,9
95,1316,Happy Union,,4832180,N,N,,,,,96,5
96,1317,Cotton Center,,4817120,N,N,,,,,75,1
97,1318,Lone Star,25250,4843684,Y,N,1615,1631,1581,1473,172,19
98,1319,Providence,,0,N,N,,,4786,,78,5
99,1320,South Plains,,4869188,N,N,,,,,78,5
100,1321,Aiken,,4801444,N,N,,,,,210,11
101,133,Grice,,4831124,N,N,,,,,230,19
102,1322,Cedar Hill,7650,4813492,Y,N,19976,32093,45028,47820,57,18
103,1323,Barwise,,4805780,N,N,,,,,78,5
104,1324,Sandhill,,4865144,N,N,,,,,78,5
105,1325,Dougherty,,4821076,N,N,,,,,78,5
106,1326,Lakeview,,0,N,N,,,107,94,81,1
107,1327,McCoy,,4845492,N,N,,,,,7,15
108,1328,Northfield,,4852080,N,N,,,,,173,25
109,1329,Flomot,,4826112,N,N,,,,,173,25
110,1330,Whiteflat,,4878340,N,N,,,,,173,25
111,1331,Cee Vee,,4813636,N,N,,,,,51,25
112,134,Delrose,,4819804,N,N,,,,,230,19
113,1332,Dunlap,,4821652,N,N,,,,,51,25
114,1333,Chalk,,4814104,N,N,,,,,51,25
115,1334,Delwin,,4819828,N,N,,,,,51,25
116,1335,Rayland,,4860812,N,N,,,,,79,25
117,1336,Margaret,,4846632,N,N,,,,,79,25
118,1337,Thalia,,4872512,N,N,,,,,79,25
119,1338,Foard City,,4826304,N,N,,,,,79,25
120,1339,Haynesville,,4832900,N,N,,,,,243,3
121,1340,Valley View,,4874840,N,N,,,757,865,230,19
122,1341,Kamay,,4838380,N,N,,,,,243,3
123,135,Rhonesboro,,4861712,N,N,,,,,230,19
124,1342,Kadane Corner,,4838344,N,N,,,,,243,3
125,1343,Charlie,,4814392,N,N,,,,,39,3
126,1344,Thornberry,,4872764,N,N,,,,,39,3
127,1345,Hurnville,,4835552,N,N,,,,,39,3
128,1346,Bluegrove,,4808836,N,N,,,,,39,3
129,1347,Joy,,4838128,N,N,,,,,39,3
130,1348,Vashti,,4875104,N,N,,,,,39,3
131,1388,Clarkson,,0,N,N,,,,,166,17
132,1389,Ben Arnold,,4807516,N,N,,,,,166,17
133,1390,Splawn,,0,N,N,,,,,166,17
134,1391,Henly,,4833248,N,N,,,,,106,14
135,140,Enoch,,4824360,N,N,,,,,230,19
136,1392,Driftwood,,4821412,N,N,,,144,,106,14
137,1393,Cedar Creek,,0,N,N,,,,,1,10
138,1394,Howth,,4835120,N,N,,,,,237,12
139,1395,Monaville,,4848948,N,N,,,,,237,12
140,1396,Charco,,4814344,N,N,,,,,89,16
141,1397,Fannin,,4825416,N,N,,,,,89,16
142,1398,Berclair,,4807720,N,N,,,,,89,16
143,1399,Weser,,4877260,N,N,,,,,89,16
144,1400,Morales,,4849308,N,N,,,,,121,13
145,1401,Lolita,,4843432,N,N,,,555,,121,13
146,15,Proctor,,4859612,N,N,,,,,47,23
147,141,Diana,,4820296,N,N,,,,,230,19
148,1402,Vanderbilt,,4874984,N,N,,,395,,121,13
149,1403,El Toro,,4824072,N,N,,,,,121,13
150,1404,Red Bluff,,4860992,N,N,,,,,121,13
151,1405,Cordele,,4816684,N,N,,,,,121,13
152,1406,Simpsonville,,4867976,N,N,,,,,158,13
153,1407,Matagorda,,4847016,N,N,,,503,,158,13
154,1408,Van Vleck,,4875068,N,N,,,1844,,158,13
155,1409,Clemville,,4815400,N,N,,,,,158,13
156,1410,Markham,,4846716,N,N,,,1082,,158,13
157,1411,Cedar Lane,,4813528,N,N,,,,,158,13
158,142,Ashland,,4804312,N,N,,,,,230,19
159,1412,Collegeport,,4815964,N,N,,,,,158,13
160,1413,Buckeye,,4811008,N,N,,,,,158,13
161,1414,Midfield,,4848048,N,N,,,,,158,13
162,1415,Cedar Lake,,4813516,N,N,,,,,158,13
163,1416,Elmaton,,4823248,N,N,,,,,158,13
164,1417,Ben Bolt,,4807540,N,N,,,,,126,16
165,1418,Palito Blanco,,4854732,N,N,,,,,126,16
166,1419,Mae,,0,N,N,,,,,126,16
167,1420,La Gloria,,4840228,N,N,,,,,126,16
168,1421,Rosita,,4863344,N,N,,,2704,,67,22
169,143,Latch,,4841620,N,N,,,,,230,19
170,1422,San Jose,,4865492,N,N,,,,,67,22
171,1423,Rios,,4862228,N,N,,,,,67,22
172,1424,Realitos,,4860932,N,N,,,184,,67,22
173,1425,Concepcion,,4816300,N,N,,,62,,67,22
174,1426,Cruz Calle,,4817984,N,N,,,,,67,22
175,1427,Ramirez,,4860392,N,N,,,,,67,22
176,1428,Knolle,,0,N,N,,,,,178,16
177,1429,Bluntzer,,4809040,N,N,,,,,178,16
178,1430,La Rose,,0,N,N,,,,,178,16
179,1431,Banquete,,4805576,N,N,,,726,,178,16
180,144,Pep,,4856756,N,N,,,,,111,5
181,1432,Rabb,,4860212,N,N,,,,,178,16
182,1433,Vahlsing,,4874612,N,N,,,,,205,16
183,1434,St Paul,,4864244,N,N,,,,,205,16
184,1435,West Sinton,,4877884,N,N,,,,,205,16
185,1436,Edroy,,4822768,N,N,,,331,,205,16
186,1437,Randado,,4860572,N,N,,,,,125,21
187,1438,Agua Nueva,,4801408,N,N,,,,,125,21
188,1439,Guerra,,4831484,N,N,,,6,,125,21
189,1440,Hebbronville,,4833008,N,Y,,,4558,,125,21
190,1441,Ricardo,,4861724,N,N,,,1048,,137,16
191,145,Roundup,,4863536,N,N,,,,,111,5
192,1442,Loyola Beach,,4844332,N,N,,,,,137,16
193,1443,Riviera Beach,,4862480,N,N,,,,,137,16
194,1444,Abram,,4801060,N,N,,,2067,,109,21
195,1445,Relampago,,4861532,N,N,,,132,,109,21
196,1446,San Manuel,,4865588,N,N,,,,,109,21
197,1447,Linn,,0,N,N,,,801,,109,21
198,1448,Bald Prairie,,4805420,N,N,,,,,198,17
199,1449,Ridge,,4861976,N,N,,,,,198,17
200,1450,Easterly,,4822048,N,N,,,,,198,17
201,1451,New Baden,,4850784,N,N,,,,,198,17
202,146,Whitharral,,4878640,N,N,,,,,111,5
203,1452,Wheelock,,4878220,N,N,,,,,198,17
204,1453,Benchley,,4807564,N,N,,,,,198,17
205,1454,Mumford,,4850016,N,N,,,,,198,17
206,1455,Imperial,,4835828,N,N,,,278,,186,6
207,1456,Coyanosa,,4817408,N,N,,,163,,186,6
208,1457,Girvin,,4829624,N,N,,,,,186,6
209,1458,Bakersfield,,4805360,N,N,,,,,186,6
210,1459,Belgrade,,4807276,N,N,,,,,176,20
211,1460,Biloxi,,4808284,N,N,,,,,176,20
212,1461,Trout Creek,,4873736,N,N,,,,,176,20
213,147,Pettit,,4857104,N,N,,,,,111,5
214,1462,Call,,4811920,N,N,,,,,176,20
215,1463,Deweyville,,4820212,N,N,,,1023,,176,20
216,1464,Hartburg,,4832588,N,N,,,,,176,20
217,1465,Wiergate,,4879072,N,N,,,,,176,20
218,1466,Burkeville,,4811404,N,N,,,,,176,20
219,1467,Farrsville,,4825536,N,N,,,,,176,20
220,1468,Liberty,,4842580,N,N,,,8397,9506,152,5
221,1469,Jamestown,,4837324,N,N,,,,,176,20
222,1470,Stringtown,,0,N,N,,,,,176,20
223,1471,Quicksand,,4860104,N,N,,,,,176,20
224,148,Dean,,4819468,N,N,,,493,469,111,5
225,1472,Pine Grove,,4857536,N,N,,,,,102,12
226,1473,Bon Wier,,4809436,N,N,,,,,176,20
227,1474,Bleakwood,,4808632,N,N,,,,,176,20
228,1475,Meadow Grove,,0,N,N,,,,,14,9
229,1476,Owl Creek,,0,N,N,,,,,14,9
230,1477,Moffat,,4848864,N,N,,,,,14,9
231,1478,Pendleton,,4856660,N,N,,,,,14,9
232,1479,Belfalls,,4807264,N,N,,,,,14,9
233,1480,Woodland,,4880080,N,N,,,,,194,1
234,1481,Oenaville,,4853448,N,N,,,,,14,9
235,149,Coble,,4815748,N,N,,,,,111,5
236,1482,Bean Hill,,0,N,N,,,,,14,9
237,1483,Ratibor,,4860728,N,N,,,,,14,9
238,1484,Airville,,4801528,N,N,,,,,14,9
239,1485,Seaton,,4866488,N,N,,,,,14,9
240,1486,Oscar,,4854336,N,N,,,,,14,9
241,1487,Dog Ridge,,4820740,N,N,,,,,14,9
242,1488,Zabcikville,,4880692,N,N,,,,,14,9
243,1489,Cyclone,,4818332,N,N,,,,,14,9
244,1490,Heidenheimer,,4833104,N,N,,,,,14,9
245,1491,Red Ranger,,4861220,N,N,,,,,14,9
246,150,Arnett,,4804108,N,N,,,,,111,5
247,1492,Union Grove,43540,4874312,Y,N,271,346,357,372,230,19
248,1493,Youngsport,,4880620,N,N,,,,,14,9
249,1494,Sparks,,4869428,N,N,,,4529,,14,9
250,1495,Cedar Valley,,4813624,N,N,,,,,14,9
251,1496,Prairie Dell,,4859240,N,N,,,,,14,9
252,1497,Rayburn Country,,0,N,N,,,,,122,20
253,1498,New Blox,,0,N,N,,,,,122,20
254,1499,Curtis,,4818200,N,N,,,,,122,20
255,1500,Holly Springs,,4834592,N,N,,,,,122,20
256,1501,Science Hall,,0,N,N,,,,,122,20
257,16,Van Dyke,,4875008,N,N,,,,,47,23
258,151,Clauene,,4815208,N,N,,,,,111,5
259,1349,Buffalo Springs,,4811152,N,N,,,453,441,39,3
260,1350,Shannon,,4867196,N,N,,,,,39,3
261,1351,Newport,,4851252,N,N,,,,,39,3
262,136,Old Diana,,0,N,N,,,,,230,19
263,1352,Kiomatia,,4839424,N,N,,,,,194,1
264,1353,Albion,,4801684,N,N,,,,,194,1
265,1354,Kanawha,,4838404,N,N,,,,,194,1
266,1355,Manchester,,4846320,N,N,,,,,194,1
267,1356,Sumner,,4871024,N,N,,,,,139,1
268,1357,Tigertown,,4872968,N,N,,,,,139,1
269,1358,Forest Hill,,4826556,N,N,,,12355,12943,250,10
270,1359,Brookston,,4810660,N,N,,,,,139,1
271,1360,High,,4833620,N,N,,,,,139,1
272,1361,Petty,,4857140,N,N,,,,,153,5
273,137,Rosewood,,4863320,N,N,,,,,230,19
274,1362,Pattonville,,4856168,N,N,,,,,139,1
275,1363,Noble,,4851624,N,N,,,,,139,1
276,1364,Biardstown,,4808140,N,N,,,,,139,1
277,1365,Glory,,4829936,N,N,,,,,139,1
278,1366,Howland,,4835108,N,N,,,,,139,1
279,1367,Clardy,,4815100,N,N,,,,,139,1
280,1368,Broadway Junction,,4810456,N,N,,,,,139,1
281,1369,William Penn,,4879312,N,N,,,,,239,17
282,1370,Butler,,4811608,N,N,,,,,11,14
283,1371,McDade,,4845564,N,N,,,685,,11,14
284,138,Valley View,,4874840,N,N,,,757,865,230,19
285,1372,Paige,,4854624,N,N,,,,,11,14
286,1373,Cedar Creek,,0,N,N,,,,,1,10
287,1374,Alum Creek,,4802248,N,N,,,,,11,14
288,1375,Rockne,,4862792,N,N,,,,,11,14
289,1376,Red Rock,,4861280,N,N,,,,,11,14
290,1377,Bateman,,4805900,N,N,,,,,11,14
291,1378,Rosanky,,4863164,N,N,,,,,11,14
292,1379,Kovar,,4839880,N,N,,,,,11,14
293,1380,String Prairie,,4870640,N,N,,,,,11,14
294,1381,Utley,,4874564,N,N,,,,,11,14
295,139,Kelsey,,4838740,N,N,,,,,230,19
296,1382,Mauriceville,,4847100,N,N,,,3252,,181,20
297,1383,Orangefield,,4854156,N,N,,,,,181,20
298,1384,Seale,,4866452,N,N,,,,,198,17
299,1385,Baileyville,,4805300,N,N,,,,,166,17
300,1386,Burlington,,4811440,N,N,,,,,166,17
301,1387,New Clarkson,,4850880,N,N,,,,,166,17
302,1,Camp Springs,,4812292,N,N,,,,,208,8
303,2,Franklin Center,,0,N,N,,,,,208,8
304,11,Price,,4859492,N,N,,,,,201,10
305,101,Bula,,4811188,N,N,,,,,9,5
306,1001,Folsom,,4826340,N,N,,,,,210,11
307,1002,Huber,,0,N,N,,,,,210,11
308,1003,Stockman,,4870400,N,N,,,,,210,11
309,1004,Shelbyville,,4867364,N,N,,,,,210,11
310,1005,Arcadia,,4803672,N,N,,,,,210,11
311,1006,New Harmony,,4850976,N,N,,,,,210,11
312,1007,Short,,4867700,N,N,,,,,210,11
313,1008,Jericho,,4837576,N,N,,,,,210,11
314,1009,Hurstown,,4835588,N,N,,,,,210,11
315,1010,Mount Hermon,,0,N,N,,,,,210,11
316,102,Goodland,,4830164,N,N,,,,,9,5
317,1011,Aiken,,4801444,N,N,,,,,210,11
318,1012,McClelland,,0,N,N,,,,,210,11
319,1013,Goober Hill,,4830128,N,N,,,,,210,11
320,1014,Patroon,,4856096,N,N,,,,,210,11
321,1015,Gardendale,,4828200,N,N,,,1574,,69,6
322,1016,Turnbaugh Corner,,0,N,N,,,,,69,6
323,1017,Notrees,,4852644,N,N,,,,,69,6
324,1018,West Odessa,,4877728,N,N,,,22707,,69,6
325,1019,Penwell,,4856732,N,N,,,,,69,6
326,1020,Pleasant Farms,,4858100,N,N,,,,,69,6
327,103,Enochs,,4824384,N,N,,,,,9,5
328,1021,Lees,,4842100,N,N,,,,,88,7
329,1022,Saint Lawrence,,4864196,N,N,,,,,88,7
330,1023,Broome,,4810672,N,N,,,,,216,7
331,1024,Pine Springs,,4857692,N,N,,,,,55,24
332,1025,Kent,,4838944,N,N,,,,,55,24
333,1026,Lobo,,4843156,N,N,,,,,55,24
334,1027,Silver,,4867844,N,N,,,,,41,7
335,1028,Sanco,,4865060,N,N,,,,,41,7
336,1029,Tennyson,,4872236,N,N,,,,,41,7
337,1030,Cross Cut,,4817804,N,N,,,,,25,23
338,104,Maple,,4846512,N,N,,,,,9,5
339,1031,Williams,,4879336,N,N,,,,,25,23
340,1032,May,,4847172,N,N,,,,,25,23
341,1033,Brookesmith,,4810564,N,N,,,,,25,23
342,1034,Indian Creek,,4835888,N,N,,,,,25,23
343,1035,Winchell,,4879636,N,N,,,,,25,23
344,1036,Beversville,,4808116,N,N,,,,,246,14
345,1037,Shiloh,,4867628,N,N,,,,,246,14
346,1038,Normans Crossing,,4851864,N,N,,,,,246,14
347,1039,Seward Junction,,0,N,N,,,,,246,14
348,1040,Rices Crossing,,4861760,N,N,,,,,246,14
349,105,Circle,,4814956,N,N,,,,,37,10
350,1041,Structure,,4870652,N,N,,,,,246,14
351,1043,Cooks Point,,4816504,N,N,,,,,26,17
352,1044,Chriesman,,4814848,N,N,,,,,26,17
353,1045,Grant,,0,N,N,,,,,26,17
354,1046,Tunis,,4873928,N,N,,,,,26,17
355,1047,Foster Store,,4827048,N,N,,,,,26,17
356,1048,Wilcox,,4879144,N,N,,,,,26,17
357,1049,San Antonio Prairie,,0,N,N,,,,,26,17
358,1050,Deanville,,4819492,N,N,,,,,26,17
359,1051,Center Line,,4813756,N,N,,,,,26,17
360,106,Fieldton,,4825776,N,N,,,,,140,5
361,1052,Hogg,,4834424,N,N,,,,,26,17
362,1053,Clay,,4815232,N,N,,,,,26,17
363,1054,Frenstat,,4827504,N,N,,,,,26,17
364,1055,Lyons,,4845276,N,N,,,,,26,17
365,1056,Birch,,4808308,N,N,,,,,26,17
366,1057,Candelaria,,4812424,N,N,,,,,189,24
367,1058,Ruidosa,,4863740,N,N,,,,,189,24
368,1059,Shafter,,4867124,N,N,,,,,189,24
369,1060,Redford,,4861076,N,N,,,90,,189,24
370,1061,Casa Piedra,,4813144,N,N,,,,,189,24
371,107,Hart Camp,,4832600,N,N,,,,,140,5
372,1062,Marathon,,4846572,N,N,,,430,,22,24
373,1063,Panther Junction,,0,N,N,,,,,22,24
374,1064,Study Butte,,4870688,N,N,,,233,,22,24
375,1065,Lajitas,,4840372,N,N,,,,,22,24
376,1066,Basin,,4805804,N,N,,,,,22,24
377,1067,Rio Grande Village,,0,N,N,,,,,22,24
378,1068,Castolon,,4813288,N,N,,,,,22,24
379,1069,Terlingua,,4872248,N,N,,,58,,22,24
380,1070,Cleo,,4815412,N,N,,,,,134,7
381,1071,Roosevelt,,4863092,N,N,,,,,134,7
382,108,Corry,,4817048,N,N,,,,,140,5
383,1072,Segovia,,4866632,N,N,,,,,134,7
384,1073,Telegraph,,4872092,N,N,,,,,134,7
385,1074,Dacus,,4818440,N,N,,,,,170,12
386,1075,Escobas,,4824564,N,N,,,,,253,21
387,1076,San Ygnacio,,4865792,N,N,,,667,,253,21
388,1077,Ramireno,,4860380,N,N,,,35,,253,21
389,1078,Bustamante,,4811584,N,N,,,,,253,21
390,1079,Zapata,,4880716,N,Y,,7119,5089,,253,21
391,1080,Chihuahua Farm,,0,N,N,,,,,253,21
392,1081,Lopeno,,4843960,N,N,,,,,253,21
393,109,Cofferville,,0,N,N,,,,,140,5
394,1082,Falcon,,4825332,N,N,,,,,253,21
395,1083,Encino,,4824252,N,N,,,143,,24,21
396,1084,Rachal,,4860272,N,N,,,,,24,21
397,1085,Sarita,,4865876,N,Y,,,238,,66,21
398,1086,Armstrong,,4804072,N,N,,,,,66,21
399,1087,Red Gate,,4861088,N,N,,,,,109,21
400,1088,McCook,,4845480,N,N,,,,,109,21
401,1089,Hargill,,4832300,N,N,,,877,,109,21
402,1090,Monte Alto,,4849080,N,N,,,1924,,109,21
403,1091,Citrus City,,4815028,N,N,,,,,109,21
404,110,Beck,,4807072,N,N,,,,,140,5
405,1092,Cantu,,0,N,N,,,,,109,21
406,1093,San Carlos,,4865048,N,N,,,3130,,109,21
407,1094,La Blanca,,4839988,N,N,,,2488,,109,21
408,1095,Havana,,4832792,N,N,,,407,,109,21
409,1096,Lopezville,,4843972,N,N,,,4333,,109,21
410,1097,Los Ebanos,,4844104,N,N,,,,,109,21
411,1098,Campo Alto,,4812220,N,N,,,,,109,21
412,1099,Heidelberg,,4833092,N,N,,,1725,,109,21
413,1100,Grosvenor,,4831304,N,N,,,,,25,23
414,1101,Owens,,4854468,N,N,,,,,25,23
415,12,Pinehill,,4857584,N,N,,,,,201,10
416,111,Spade,,4869386,N,N,,,73,,140,5
417,1102,Lake Shore,,4840708,N,N,,,,,25,23
418,1103,Thrifty,,4872884,N,N,,,,,25,23
419,1104,Zephyr,,4880740,N,N,,,,,25,23
420,1105,Darsco,,0,N,N,,,,,200,7
421,1106,Wingate,,4879756,N,N,,,,,200,7
422,1107,Wilmeth,,4879588,N,N,,,,,200,7
423,1108,Crews,,4817708,N,N,,,,,200,7
424,1109,Hatchel,,4832756,N,N,,,,,200,7
425,1110,Maverick,,4847124,N,N,,,,,200,7
426,1111,Valley View,,4874840,N,N,,,757,865,230,19
427,112,Bainer,,4805312,N,N,,,,,140,5
428,1112,Benoit,,4807672,N,N,,,,,200,7
429,1113,Rowena,,4863560,N,N,,,,,200,7
430,1114,Burkett,,4811392,N,N,,,,,42,23
431,1115,Silver Valley,,4867916,N,N,,,,,42,23
432,1116,Voss,,4875776,N,N,,,,,42,23
433,1117,Mozelle,,4849884,N,N,,,,,42,23
434,1118,Trickham,,4873640,N,N,,,,,42,23
435,1119,Gouldbusk,,4830356,N,N,,,,,42,23
436,1120,Rockwood,,4862840,N,N,,,,,42,23
437,1121,Whon,,4878724,N,N,,,,,42,23
438,113,Lums Chapel,,4845132,N,N,,,,,140,5
439,1122,Echo,,4822456,N,N,,,,,42,23
440,1123,Glen Cove,,4829756,N,N,,,,,42,23
441,1124,Talpa,,4871744,N,N,,,,,42,23
442,1125,Valera,,4874660,N,N,,,,,42,23
443,1126,Fisk,,4825908,N,N,,,,,42,23
444,1127,Lanely,,4841296,N,N,,,,,82,17
445,1128,Dew,,4820164,N,N,,,,,82,17
446,1129,Freestone,,4827444,N,N,,,,,82,17
447,1130,Donie,,4820872,N,N,,,,,82,17
448,1131,Stewards Mill,,4870256,N,N,,,,,82,17
449,114,Ambrose,,4803024,N,N,,,,,92,1
450,1132,Red Lake,,4861112,N,N,,,,,82,17
451,1133,Cotton Gin,,4817156,N,N,,,,,82,17
452,1134,Verhalen,,4875272,N,N,,,,,195,6
453,1135,Saragosa,,4865804,N,N,,,,,195,6
454,1136,Brogado,,4810492,N,N,,,,,195,6
455,1137,Toyahvale,,4873508,N,N,,,,,195,6
456,1138,Orla,,4854252,N,N,,,,,195,6
457,1139,Aleman,,4801756,N,N,,,,,98,9
458,1140,Jonesboro,,4837972,N,N,,,,,98,9
459,1141,Shive,,4867676,N,N,,,,,98,9
460,115,Boddie,,0,N,N,,,,,92,1
461,1142,Pecan Wells,,0,N,N,,,,,98,9
462,1143,Carlton,,4812904,N,N,,,,,98,9
463,1144,Olin,,4853928,N,N,,,,,98,9
464,1145,Fairy,,4825308,N,N,,,,,98,9
465,1146,Gentrys Mill,,0,N,N,,,,,98,9
466,1147,Pottsville,,4859144,N,N,,,,,98,9
467,1148,Indian Gap,,4835900,N,N,,,,,98,9
468,1149,Whiteway,,4878616,N,N,,,,,98,9
469,1150,Attoyac,,4804576,N,N,,,,,174,11
470,1151,Melrose,,4847544,N,N,,,,,174,11
471,116,Ida,,4835720,N,N,,,,,92,1
472,1152,Harmony,,4832396,N,N,,,,,174,11
473,1153,Woden,,4879936,N,N,,,,,174,11
474,1154,Etoile,,4824696,N,N,,,,,174,11
475,1155,Sacul,,4864076,N,N,,,,,174,11
476,1156,Pleasant Hill,,4858220,N,N,,,522,,68,23
477,1157,Trawick,,4873568,N,N,,,,,174,11
478,1158,Looneyville,,4843936,N,N,,,,,174,11
479,1159,Lilbert,,4842712,N,N,,,,,174,11
480,1160,Nat,,4850388,N,N,,,,,174,11
481,1161,Central Heights,,4813984,N,N,,,,,174,11
482,117,Luella,,4845060,N,N,,,,,92,1
483,1162,Rainbow,,4860320,N,N,,,,,213,2
484,1163,Nemo,,4850700,N,N,,,,,213,2
485,1164,Glass,,4829708,N,N,,,,,213,2
486,1165,Retreat,35090,4861616,Y,N,334,339,377,384,175,18
487,1166,Osceola,,4854360,N,N,,,,,110,9
488,1167,Mayfield,,4847208,N,N,,,,,110,9
489,1168,Lovelace,,4844248,N,N,,,,,110,9
490,1169,Brandon,,4810000,N,N,,,,,110,9
491,1170,Woodbury,,4880056,N,N,,,,,110,9
492,1171,Irene,,4836164,N,N,,,,,110,9
493,118,Ethel,,4824684,N,N,,,,,92,1
494,1172,Peoria,,4856744,N,N,,,,,110,9
495,1173,Birome,,4808344,N,N,,,,,110,9
496,1174,Ira,,4836116,N,N,,,,,208,8
497,1175,Dunn,,4821688,N,N,,,,,208,8
498,1176,China Grove,,4814728,N,N,,,1179,1314,208,8
499,1177,Celotex,,4813696,N,N,,,,,77,8
500,1178,Hobbs,,4834280,N,N,,,,,77,8
501,1179,McCaulley,,4845444,N,N,,,,,77,8
502,1180,Sylvester,,4871636,N,N,,,,,77,8
503,1181,Longworth,,4843912,N,N,,,,,77,8
