OBJECTID,GID,CITY_NM,CITY_NBR,CITY_FIPS,INC_FLAG,CNTY_SEAT,POP1990,POP2000,POP2010,POP2020,CNTY_NBR,DIST_NBR
2824,53,Milam,,4848324,N,N,,,1480,,202,11
2825,521,Star Route,,0,N,N,,,,,40,5
2826,522,Bledsoe,,4808644,N,N,,,,,40,5
2827,523,Lehman,,4842184,N,N,,,,,40,5
2828,524,Lakeview,,0,N,N,,,107,94,81,1
2829,525,Petty,,4857140,N,N,,,,,153,5
2830,526,Gordon,16600,4830272,Y,N,465,451,478,492,182,2
2831,527,West Point,,4877848,N,N,,,,,153,5
2832,528,Grassland,,4830656,N,N,,,,,153,5
2833,529,New Moore,,4851228,N,N,,,,,153,5
2834,530,Wells,,4877188,N,N,,,790,781,153,5
2835,54,Rosevine,,4863308,N,N,,,,,202,11
2836,531,Draw,,4821328,N,N,,,,,153,5
2837,532,View,,4875500,N,N,,,,,221,8
2838,533,Ovalo,,4854420,N,N,,,,,221,8
2839,534,Bradshaw,,4809904,N,N,,,,,221,8
2840,535,Hamby,,4831940,N,N,,,,,221,8
2841,536,Elmdale,,4823260,N,N,,,,,221,8
2842,537,Blair,,4808500,N,N,,,,,221,8
2843,538,Potosi,,4859108,N,N,,,2991,,221,8
2844,539,Sexton City,,4866944,N,N,,,,,201,10
2845,540,Oak Hill,,4852956,N,N,,,,,227,14
2846,55,Pine Park,,0,N,N,,,,,202,11
2847,541,Jacobs,,4837240,N,N,,,,,201,10
2848,542,Dirgin,,4820536,N,N,,,,,201,10
2849,543,London,,0,N,N,,,,,201,10
2850,544,Liberty,,4842580,N,N,,,8397,9506,152,5
2851,545,New Prospect,,4851276,N,N,,,,,201,10
2852,546,Church Hill,,4814896,N,N,,,,,201,10
2853,547,Kopperl,,4839784,N,N,,,,,18,9
2854,548,Lakeside Village,,4840792,N,N,,,,,18,9
2855,549,Mosheim,,4849512,N,N,,,,,18,9
2856,550,Laguna Park,,4840312,N,N,,,1276,,18,9
2857,56,Bronson,,4810516,N,N,,,,,202,11
2858,551,Womack,,4880008,N,N,,,,,18,9
2859,552,Smiths Bend,,4868408,N,N,,,,,18,9
2860,553,Cayote,,4813396,N,N,,,,,18,9
2861,554,Westway,,4878016,N,N,,,4188,,72,24
2862,555,Canutillo,,4812508,N,N,,,6321,,72,24
2863,556,Tornillo,,4873376,N,N,,,1568,,72,24
2864,557,Alamo Alto,,4801588,N,N,,,,,72,24
2865,558,Fabens,,4825032,N,N,,5599,8257,,72,24
2866,559,Carroll Springs,,4813012,N,N,,,,,1,10
2867,560,Bradford,,4809892,N,N,,,,,1,10
2868,57,Strickland Crossing,,4870628,N,N,,,,,202,11
2869,561,Springfield,,4869680,N,N,,,,,1,10
2870,562,Rucker,,4863692,N,N,,,,,47,23
2871,563,Duster,,4821760,N,N,,,,,47,23
2872,564,Sipe Springs,,4868048,N,N,,,,,47,23
2873,565,Beattie,,4806284,N,N,,,,,47,23
2874,566,Downing,,4821160,N,N,,,,,47,23
2875,567,Adams Gardens,,4801192,N,N,,,,,31,21
2876,568,Shady Grove,,4867028,N,N,,,,,37,10
2877,569,Bethlehem,,4807996,N,N,,,,,230,19
2878,570,Pritchett,,4859600,N,N,,,,,230,19
2879,58,Yellowpine,,4880524,N,N,,,,,202,11
2880,571,West Mountain,,4877704,N,N,,,,,230,19
2881,572,Wilkins,,4879252,N,N,,,,,230,19
2882,573,Glenwood,,4829900,N,N,,,,,230,19
2883,574,Loop,,4843948,N,N,,,225,,84,5
2884,575,Higginbotham,,4833584,N,N,,,,,84,5
2885,576,Paynes Corner,,0,N,N,,,,,84,5
2886,577,Welch,,4877080,N,N,,,222,,58,5
2887,578,Grandview,17050,4830512,Y,N,1245,1358,1561,1817,127,2
2888,579,Pantex,,4855032,N,N,,,,,33,4
2889,580,Conway,,4816480,N,N,,,,,33,4
2890,59,Sexton,,4866932,N,N,,,,,202,11
2891,581,Lark,,4841500,N,N,,,,,33,4
2892,582,Kingsmill,,4839328,N,N,,,,,91,4
2893,583,Bowers City,,0,N,N,,,,,91,4
2894,584,Back,,0,N,N,,,,,91,4
2895,585,Alanreed,,4801612,N,N,,,,,91,4
2896,586,Hoover,,4834772,N,N,,,,,91,4
2897,587,Laketon,,4840828,N,N,,,,,91,4
2898,588,Allison,,4802032,N,N,,,,,242,25
2899,589,Briscoe,,4810324,N,N,,,,,242,25
2900,590,Kelton,,4838752,N,N,,,,,242,25
2901,60,Caradan,,4812712,N,N,,,,,167,23
2902,591,Kellerville,,4838656,N,N,,,,,242,25
2903,592,Magic City,,0,N,N,,,,,242,25
2904,593,Cross Roads,10370,4817852,Y,N,361,603,1563,1578,61,18
2905,594,Lela,,4842220,N,N,,,,,242,25
2906,595,Ford,,0,N,N,,,,,59,4
2907,596,Simms,,4867952,N,N,,,,,19,19
2908,597,Dawn,,4819408,N,N,,,,,59,4
2909,598,Westway,,4878016,N,N,,,4188,,72,24
2910,599,Glenrio,,4829864,N,N,,,,,59,4
2911,600,Umbarger,,4874228,N,N,,,,,191,4
2912,7,Turnertown/Selman City,,4874012,N,N,,,,,201,10
2913,61,Bozar,,4809820,N,N,,,,,167,23
2914,601,Ralph,,0,N,N,,,,,191,4
2915,602,Goodnight,,4830200,N,N,,,,,6,4
2916,603,Wayside,,4876828,N,N,,,,,6,4
2917,604,Ashtola,,4804348,N,N,,,,,65,25
2918,605,Lelia Lake,,4842244,N,N,,,,,65,25
2919,606,Samnorwood,,4864448,N,N,,,51,,44,25
2920,607,Lutie,,4845180,N,N,,,,,44,25
2921,608,Marilla,,0,N,N,,,,,44,25
2922,609,Quail,,4860020,N,N,,,19,,44,25
2923,610,Dozier,,4821292,N,N,,,,,44,25
2924,62,Star,,4870064,N,N,,,,,167,23
2925,611,Black,,4808416,N,N,,,,,185,5
2926,612,Hub,,4835168,N,N,,,,,185,5
2927,613,Clays Corner,,0,N,N,,,,,185,5
2928,614,Lazbuddie,,4841956,N,N,,,,,185,5
2929,615,Lariat,,4841488,N,N,,,,,185,5
2930,616,Summerfield,,4870940,N,N,,,,,35,5
2931,617,Flagg,,4825968,N,N,,,,,35,5
2932,618,Sunnyside,,4871096,N,N,,,,,35,5
2933,619,Vigo Park,,4875512,N,N,,,,,219,5
2934,620,Center Plains,,0,N,N,,,,,219,5
2935,63,Center City,,4813744,N,N,,,,,167,23
2936,621,Claytonville,,4815268,N,N,,,,,219,5
2937,622,Rock Creek,,4862648,N,N,,,,,23,25
2938,623,Parnell,,4855308,N,N,,,,,97,25
2939,624,Carey,,4812784,N,N,,,,,38,25
2940,625,Kirkland,,4839484,N,N,,,,,38,25
2941,626,Tell,,4872152,N,N,,,,,38,25
2942,627,North Groesbeck,,4852128,N,N,,,,,100,25
2943,628,Goodlett,,4830176,N,N,,,,,100,25
2944,629,Acme,,4801120,N,N,,,,,100,25
2945,630,Punkin Center,,0,N,N,,,,,100,25
2946,64,Regency,,4861448,N,N,,,,,167,23
2947,631,Lazare,,4841944,N,N,,,,,51,25
2948,632,Odell,,4853364,N,N,,,,,244,3
2949,633,Fargo,,4825428,N,N,,,,,244,3
2950,634,White City,,4878304,N,N,,,,,244,3
2951,635,Tolbert,,4873280,N,N,,,,,244,3
2952,636,Farmers Valley,,4825476,N,N,,,,,244,3
2953,637,Frankel City,,4827252,N,N,,,,,2,6
2954,638,Walcott,,0,N,N,,,,,156,6
2955,639,Tarzan,,4871888,N,N,,,,,156,6
2956,640,Lenorah,,4842292,N,N,,,,,156,6
2957,65,Priddy,,4859528,N,N,,,,,167,23
2958,641,Dix,,4820584,N,N,,,,,156,6
2959,642,Flower Grove,,0,N,N,,,,,156,6
2960,643,Three Leagues,,4872848,N,N,,,,,156,6
2961,644,Brown,,0,N,N,,,,,156,6
2962,645,Lomax,,4843504,N,N,,,,,115,8
2963,646,Vealmoor,,4875152,N,N,,,,,115,8
2964,647,Vincent,,4875632,N,N,,,,,115,8
2965,648,Knott,,4839688,N,N,,,,,115,8
2966,649,Buford,,4811164,N,N,,,,,168,8
2967,650,Hankamer,,4832108,N,N,,,,,36,20
2968,66,Pidcoke,,4857356,N,N,,,,,50,9
2969,651,Eminence,,0,N,N,,,,,36,20
2970,652,Winnie,,4879792,N,N,,,3254,,36,20
2971,653,Turtle Bayou,,4874036,N,N,,,,,36,20
2972,654,Monroe City,,4848996,N,N,,,,,36,20
2973,655,Four Corners,,0,N,N,,,12382,,36,20
2974,656,Double Bayou,,4821016,N,N,,,,,36,20
2975,657,Oak Island,,4853004,N,N,,,363,,36,20
2976,658,New Salem,,4851300,N,N,,,,,201,10
2977,659,Concord,,4816324,N,N,,,,,37,10
2978,660,Anadarko,,4803132,N,N,,,,,201,10
2979,67,Turnersville,,4873988,N,N,,,,,50,9
2980,661,Fairview,,4825272,N,N,,,7248,9358,201,10
2981,662,Chalk Hill,,0,N,N,,,,,201,10
2982,663,Laird Hill,,4840348,N,N,,,,,201,10
2983,664,New Hope,,4851024,N,N,,,614,641,37,10
2984,665,Monroe,,4848984,N,N,,,,,201,10
2985,666,Cross Roads,10370,4817852,Y,N,361,603,1563,1578,61,18
2986,667,Leveretts Chapel,,4842460,N,N,,,,,201,10
2987,668,Stewart,,4870280,N,N,,,,,201,10
2988,669,Eula,,4824744,N,N,,,,,30,8
2989,670,Admiral,,4801300,N,N,,,,,30,8
2990,68,McKnight,,4845756,N,N,,,,,201,10
2991,671,Scranton,,4866344,N,N,,,,,68,23
2992,672,Desdemona,,4820068,N,N,,,,,68,23
2993,673,Pleasant Hill,,4858220,N,N,,,522,,68,23
2994,674,Romney,,4863080,N,N,,,,,68,23
2995,675,Union Center,,0,N,N,,,,,68,23
2996,676,Okra,,4853628,N,N,,,,,68,23
2997,677,Pioneer,,4857824,N,N,,,,,68,23
2998,678,Morton Valley,,4849488,N,N,,,,,68,23
2999,679,Olden,,4853700,N,N,,,,,68,23
3000,680,Caps,,4812700,N,N,,,,,221,8
3001,69,Laneville,,4841332,N,N,,,,,201,10
3002,681,Travis,,4873544,N,N,,,,,74,9
3003,682,Pleasant Grove,,4858196,N,N,,,,,74,9
3004,683,Westphalia,,4877824,N,N,,,,,74,9
3005,684,Wilderville,,4879156,N,N,,,,,74,9
3006,685,Barclay,,4805600,N,N,,,,,74,9
3007,686,Terrys Chapel,,4872320,N,N,,,,,74,9
3008,687,Denton,11400,4819972,Y,Y,66270,80537,113383,147515,61,18
3009,689,Oplin,,4854096,N,N,,,,,30,8
3010,690,Bethel,,4807948,N,N,,,,,108,10
3011,70,Caledonia,,4811872,N,N,,,,,201,10
3012,691,Pickens,,4857308,N,N,,,,,108,10
3013,692,Crescent Heights,,4817636,N,N,,,,,108,10
3014,693,New York,,4851432,N,N,,,,,108,10
3015,694,Mankin,,4846392,N,N,,,,,108,10
3016,695,LaRue,,4841524,N,N,,,,,108,10
3017,696,Cross Roads,10370,4817852,Y,N,361,603,1563,1578,61,18
3018,697,Fostoria,,4827060,N,N,,,,,170,12
3019,698,Midway,,4848252,N,N,,,228,238,225,19
3020,699,Security,,4866548,N,N,,,,,170,12
3021,700,Four Corners,,0,N,N,,,12382,,36,20
3022,8,Joinerville,,4837888,N,N,,,,,201,10
3023,71,Hufsmith,,4835288,N,N,,,,,102,12
3024,701,Wigginsville,,4879108,N,N,,,,,170,12
3025,702,Grangerland,,4830560,N,N,,,,,170,12
3026,703,Mostyn,,4849548,N,N,,,,,170,12
3027,704,Egypt,,4822792,N,N,,,,,170,12
3028,705,Chateau Woods,,4814460,N,N,,641,,,170,12
3029,706,New Caney,,4850856,N,N,,,,,170,12
3030,707,Pinehurst,,4857596,N,N,,,4624,1959,170,12
3031,708,East River,,4822228,N,N,,,,,170,12
3032,709,Decker Prairie,,4819552,N,N,,,,,170,12
3033,710,Porter,,4858844,N,N,,,,,170,12
3034,72,Spring,,4869596,N,N,,,54298,,102,12
3035,711,The Woodlands,,4872656,N,N,,29205,93847,,170,12
3036,712,Sanderson,,4865084,N,Y,,,837,,222,6
3037,713,Dryden,,4821460,N,N,,,,,222,6
3038,714,Cedar Station,,0,N,N,,,,,222,6
3039,715,Village Mills,,4875584,N,N,,,,,101,20
3040,716,Votaw,,4875788,N,N,,,,,101,20
3041,717,Reeves,,0,N,N,,,,,101,20
3042,718,Honey Island,,4834712,N,N,,,,,101,20
3043,719,Thicket,,4872668,N,N,,,,,101,20
3044,720,Old Hardin,,0,N,N,,,,,101,20
3045,73,Rose Hill,,4863260,N,N,,,,,102,12
3046,721,Saratoga,,4865816,N,N,,,,,101,20
3047,722,Batson,,4805936,N,N,,,,,101,20
3048,723,Grayburg,,4830716,N,N,,,,,101,20
3049,724,Wildwood,,4879204,N,N,,,1235,,101,20
3050,725,Burleigh,,4811416,N,N,,,,,8,13
3051,726,New Ulm,,4851384,N,N,,,,,8,13
3052,727,Cat Spring,,4813336,N,N,,,,,8,13
3053,728,Frydek,,4827816,N,N,,,,,8,13
3054,729,Comfort,,4816228,N,N,,,2363,,131,15
3055,730,Sisterdale,,4868060,N,N,,,,,131,15
3056,74,Klein,,4839580,N,N,,,,,102,12
3057,731,Lytton Springs,,4845312,N,N,,,,,28,14
3058,732,Mendoza,,4847652,N,N,,,,,28,14
3059,733,Dale,,4818500,N,N,,,,,28,14
3060,734,Maxwell,,4847160,N,N,,,,,28,14
3061,735,Reedville,,4861376,N,N,,,,,28,14
3062,736,McMahan,,4845828,N,N,,,,,28,14
3063,737,Tilmon,,4873004,N,N,,,,,28,14
3064,738,Fentress,,4825716,N,N,,,,,28,14
3065,739,Prairie Lea,,4859288,N,N,,,,,28,14
3066,740,Stairtown,,4869944,N,N,,,,,28,14
3067,75,Huffman,,4835276,N,N,,,,,102,12
3068,741,Rio Frio,,4862156,N,N,,,,,193,7
3069,742,Fischer,,4825884,N,N,,,,,46,15
3070,743,Canyon City,,4812544,N,N,,,,,46,15
3071,744,Spring Branch,,4869608,N,N,,,,270,46,15
3072,745,Hunter,,4835456,N,N,,,,,46,15
3073,746,Freiheit,,0,N,N,,,,,46,15
3074,747,Solms,,4868684,N,N,,,,,46,15
3075,748,Bracken,,4809844,N,N,,,,,46,15
3076,749,Lone Oak,25200,4843636,Y,N,521,521,598,699,117,1
3077,750,Frelsburg,,4827492,N,N,,,,,45,13
3078,76,Westfield,,4877500,N,N,,,,,102,12
3079,751,Bernardo,,4807804,N,N,,,,,45,13
3080,752,Hillcrest,,4834004,N,N,,,730,,45,13
3081,753,Alleyton,,4802020,N,N,,,,,45,13
3082,754,Glidden,,4829912,N,N,,,661,,45,13
3083,755,Borden,,4809520,N,N,,,,,45,13
3084,756,Chesterville,,4814596,N,N,,,,,45,13
3085,757,Oakland,,4853040,N,N,,,,,37,10
3086,758,Altair,,4802140,N,N,,,,,45,13
3087,759,Rock Island,,0,N,N,,,,,155,19
3088,760,Matthews,,0,N,N,,,,,45,13
3089,77,Pine Grove,,4857536,N,N,,,,,102,12
3090,761,Sheridan,,4867472,N,N,,,,,45,13
3091,762,Garwood,,4829096,N,N,,,,,45,13
3092,763,Nada,,4850268,N,N,,,,,45,13
3093,764,Tarpley,,4871852,N,N,,,,,10,15
3094,881,Unity,,4874396,N,N,,,,,139,1
3095,882,Belcherville,,4807240,N,N,,,,,169,3
3096,883,Bonita,,4809340,N,N,,,,,169,3
3097,884,Stoneburg,,4870436,N,N,,,,,169,3
3098,885,Montague,,4849032,N,Y,,,304,,169,3
3099,886,Forestburg,,4826448,N,N,,,,,169,3
3100,887,Fruitland,,4827792,N,N,,,,,169,3
3101,888,New Harp,,0,N,N,,,,,169,3
3102,889,Sunset,41440,4871264,N,N,,339,,,169,3
3103,890,Spanish Fort,,4869404,N,N,,,,,169,3
3104,90,Bushland,,4811572,N,N,,,,,188,4
3105,891,Rowland,,0,N,N,,,,,169,3
3106,892,Hynds City,,0,N,N,,,,,169,3
3107,893,Illinois Bend,,4835792,N,N,,,,,169,3
3108,894,Ringgold,,4862132,N,N,,,,,169,3
3109,895,Capps Corner,,4812664,N,N,,,,,169,3
3110,896,Preston,,4859408,N,N,,,2096,,92,1
3111,897,Locust,,4843276,N,N,,,,,92,1
3112,898,Gordonville,,4830284,N,N,,,,,92,1
3113,899,Sandusky,,4865264,N,N,,,,,92,1
3114,900,Carpenters Bluff,,0,N,N,,,,,92,1
3115,10,Chapman,,4814296,N,N,,,,,201,10
3116,91,Elliott,,4823212,N,N,,,,,244,3
3117,901,Dixie,,4820608,N,N,,,,,92,1
3118,902,Southland,,4869056,N,N,,168,,,86,5
3119,903,Lakeview,,0,N,N,,,107,94,81,1
3120,904,Rendon,,4861568,N,N,,7658,12552,,220,2
3121,905,Retta,,4861628,N,N,,,,,220,2
3122,906,Bisbee,,4808380,N,N,,,,,220,2
3123,907,Oran,,4854120,N,N,,,,,182,2
3124,908,Peadenville,,4856324,N,N,,,,,182,2
3125,909,Pickwick,,4857344,N,N,,,,,182,2
3126,910,Chatfield,,4814464,N,N,,,,,175,18
3127,92,Oklaunion,,4853616,N,N,,,,,244,3
3128,911,Roane,,4862492,N,N,,,,,175,18
3129,912,Dresden,,4821364,N,N,,,,,175,18
3130,913,Silver City,,4867856,N,N,,,,,175,18
3131,914,Navarro Mills,,4850460,N,N,,,,,175,18
3132,915,Pelham,,4856636,N,N,,,,,175,18
3133,916,Purdon,,4859924,N,N,,,,,175,18
3134,917,Laneport,,4841308,N,N,,,,,246,14
3135,918,Hare,,4832288,N,N,,,,,246,14
3136,919,Hoxie,,4835132,N,N,,,,,246,14
3137,920,Waterloo,,4876696,N,N,,,,,246,14
3138,960,Barnes,,0,N,N,,,,,228,11
3139,97,Needmore,,4850592,N,N,,,,,9,5
3140,961,Sebastopol,,4866524,N,N,,,,,228,11
3141,962,Moline,,4848900,N,N,,,,,141,23
3142,963,Adamsville,,4801204,N,N,,,,,141,23
3143,964,Izoro,,4837144,N,N,,,,,141,23
3144,965,Rumley,,4863776,N,N,,,,,141,23
3145,966,Nix,,4851576,N,N,,,,,141,23
3146,967,Brushy Creek,,4810892,N,N,,,21764,,1,10
3147,968,Bois D'arc,,4809196,N,N,,,,,1,10
3148,969,Cayuga,,4813408,N,N,,,,,1,10
3149,970,Blackfoot,,4808428,N,N,,,,,1,10
3150,98,Circle Back,,4814980,N,N,,,,,9,5
3151,971,Pert,,4856960,N,N,,,,,1,10
3152,972,Todd City,,4873220,N,N,,,,,1,10
3153,973,Bethel,,4807948,N,N,,,,,108,10
3154,974,Redtown,,0,N,N,,,,,1,10
3155,975,Montalba,,4849056,N,N,,,,,1,10
3156,976,Neches,,4850544,N,N,,,,,1,10
3157,977,Cooks Store,,4816516,N,N,,,,,1,10
3158,978,Yard,,4880464,N,N,,,,,1,10
3159,979,Tennessee Colony,,4872212,N,N,,,,,1,10
3160,980,Massey Lake,,4846980,N,N,,,,,1,10
3161,99,Baileyboro,,4805276,N,N,,,,,9,5
3162,981,Crystal Lake,,4818044,N,N,,,,,1,10
3163,982,Johnson,,4837768,N,N,,,,,223,5
3164,983,Tucker,,4873808,N,N,,,,,1,10
3165,984,Cedar Creek,,0,N,N,,,,,1,10
3166,985,Slocum,,4868228,N,N,,,,,1,10
3167,986,Denson Spring,,4819948,N,N,,,,,1,10
3168,987,Broom City,,0,N,N,,,,,1,10
3169,988,Salmon,,4864328,N,N,,,,,1,10
3170,989,Esperanza,,4824588,N,N,,,,,116,24
3171,990,Sierra Blanca,,4867772,N,Y,,,553,,116,24
3172,100,Stegal,,4870148,N,N,,,,,9,5
3173,991,Acala,,4801084,N,N,,,,,116,24
3174,992,Fort Hancock,,4826724,N,N,,,1750,,116,24
3175,993,Cornudas,,4816780,N,N,,,,,116,24
3176,994,Magwalt,,4846152,N,N,,,,,248,6
3177,995,Haslam,,4832708,N,N,,,,,210,11
3178,996,Paxton,,4856264,N,N,,,,,210,11
3179,997,Meldrum,,4847472,N,N,,,,,210,11
3180,998,Jackson,,4837180,N,N,,,,,155,19
3181,999,Flat Fork,,4826016,N,N,,,,,210,11
3182,1000,James,,4837276,N,N,,,,,210,11
3183,93,Harrold,,4832552,N,N,,,,,244,3
3184,921,Pancake,,4854924,N,N,,,,,50,9
3185,922,Ireland,,4836152,N,N,,,,,50,9
3186,923,Levita,,4842496,N,N,,,,,50,9
3187,924,Purmela,,4859948,N,N,,,,,50,9
3188,925,South Purmela,,4869212,N,N,,,,,50,9
3189,926,Bee House,,4807180,N,N,,,,,50,9
3190,927,King,,4839232,N,N,,,,,50,9
3191,928,Pearl,,4856336,N,N,,,,,50,9
3192,929,Topsey,,4873364,N,N,,,,,50,9
3193,930,Mound,,4849572,N,N,,,,,50,9
3194,94,Parsley Hill,,0,N,N,,,,,244,3
3195,931,Leon Junction,,4842364,N,N,,,,,50,9
3196,932,Flat,,4826004,N,N,,,,,50,9
3197,933,Cold Springs,,0,N,N,,,,,50,9
3198,934,The Grove,,4872560,N,N,,,,,50,9
3199,935,Eunice,,4824792,N,N,,,,,145,17
3200,936,Pleasant Springs,,0,N,N,,,,,145,17
3201,937,Centerview,,4813876,N,N,,,,,145,17
3202,938,Robbins,,4862552,N,N,,,,,145,17
3203,939,Concord,,4816324,N,N,,,,,37,10
3204,940,Redland,,4861136,N,N,,,1047,,145,17
3205,95,Grayback,,4830704,N,N,,,,,244,3
3206,941,Pleasant Ridge,,4858316,N,N,,,,,145,17
3207,942,Flynn,,4826292,N,N,,,,,145,17
3208,943,Hall,,4831856,N,N,,,,,206,23
3209,944,Algerita,,4801828,N,N,,,,,206,23
3210,945,Harkeyville,,4832324,N,N,,,,,206,23
3211,946,Bend,,4807576,N,N,,,,,206,23
3212,947,Chappel,,4814320,N,N,,,,,206,23
3213,948,Cherokee,,4814548,N,N,,,,,206,23
3214,949,Elm Grove,,4823296,N,N,,,,,37,10
3215,950,Centralia,,4814008,N,N,,,,,228,11
3216,96,Progress,,4859648,N,N,,,,,9,5
3217,951,Nogalus Prairie,,4851684,N,N,,,,,228,11
3218,952,Nigton,,4851504,N,N,,,,,228,11
3219,953,Apple Springs,,4803576,N,N,,,,,228,11
3220,954,Pennington,,4856720,N,N,,,,,228,11
3221,955,Alabama Creek,,4801564,N,N,,,,,228,11
3222,956,Friday,,4827576,N,N,,,,,228,11
3223,957,Westville,,4877992,N,N,,,,,228,11
3224,958,Woodlake,,4880068,N,N,,,,,228,11
3225,959,Glendale,,4829792,N,N,,,,,228,11
3226,803,Lanier,,4841368,N,N,,,,,34,19
3227,804,Kildare Junction,,4839112,N,N,,,,,34,19
3228,805,Bronco,,4810504,N,N,,,,,251,5
3229,806,Allred,,0,N,N,,,,,251,5
3230,807,Needmore,,4850592,N,N,,,,,9,5
3231,808,Johnson,,4837768,N,N,,,,,223,5
3232,809,Tokio,,4873256,N,N,,,,,223,5
3233,810,Gomez,,4830104,N,N,,,,,223,5
3234,82,Aldine,,4801696,N,N,,,15869,,102,12
3235,811,Foster,,4827012,N,N,,,,,223,5
3236,812,Union,,4874276,N,N,,,,,208,8
3237,813,Markley,,4846728,N,N,,,,,252,3
3238,814,Padgett,,4854588,N,N,,,,,252,3
3239,815,Jean,,4837480,N,N,,,,,252,3
3240,816,Loving,,4844284,N,N,,,,,252,3
3241,817,Murray,,4850124,N,N,,,,,252,3
3242,818,Bunger,,4811272,N,N,,,,,252,3
3243,819,South Bend,,4868888,N,N,,,,,252,3
3244,820,Eliasville,,4823068,N,N,,,,,252,3
3245,83,Crosby,,4817756,N,N,,,2299,,102,12
3246,821,Kerrick,,4839028,N,N,,,,,56,4
3247,822,Conlen,,4816396,N,N,,,,,56,4
3248,823,Morse,,4849440,N,N,,,147,,99,4
3249,824,Farnsworth,,4825512,N,N,,,,,179,4
3250,825,Ochiltree,,0,N,N,,,,,179,4
3251,826,Waka,,4876048,N,N,,,,,179,4
3252,827,Hartley,,4832612,N,N,,,540,,104,4
3253,828,Four Way,,4827132,N,N,,,,,171,4
3254,829,Masterson,,4846992,N,N,,,,,171,4
3255,830,Etter,,4824708,N,N,,,,,171,4
3256,84,Kinwood,,4839412,N,N,,,,,102,12
3257,831,Pringle,,4859588,N,N,,,,,118,4
3258,832,Hackberry,,4831700,N,N,,,968,1094,86,5
3259,833,Pleasant Valley,,4858352,N,N,,,336,338,86,5
3260,834,Close City,,4815604,N,N,,,,,86,5
3261,835,Graham,16800,4830392,Y,Y,8986,8716,8903,8568,252,3
3262,836,Justiceburg,,4838320,N,N,,,,,86,5
3263,837,Elbert,,4822840,N,N,,,30,,224,3
3264,838,Clairemont,,4815064,N,N,,,,,132,8
3265,839,Jud,,4838176,N,N,,,,,105,8
3266,840,Irby,,0,N,N,,,,,105,8
3267,85,Kingwood,,4839376,N,N,,,,,102,12
3268,841,Sagerton,,4864100,N,N,,,,,105,8
3269,842,Swenson,,4871552,N,N,,,,,217,8
3270,843,Peacock,,4856312,N,N,,,,,217,8
3271,844,Old Glory,,4853724,N,N,,,,,217,8
3272,845,Newsome,,4851324,N,N,,,,,32,19
3273,846,Leesburg,,4842112,N,N,,,,,32,19
3274,847,Musgrove,,4850148,N,N,,,,,250,10
3275,848,Pleasant Grove,,4858196,N,N,,,,,74,9
3276,849,Coke,,4815856,N,N,,,,,250,10
3277,850,Pineview,,4857728,N,N,,,,,250,10
3278,86,North Houston,,4852152,N,N,,,,,102,12
3279,851,Stout,,4870508,N,N,,,,,250,10
3280,852,Cartwright,,4813120,N,N,,,,,250,10
3281,853,Perryville,,4856924,N,N,,,,,250,10
3282,854,Forest Hill,,4826556,N,N,,,12355,12943,250,10
3283,855,East Point,,4822204,N,N,,,,,250,10
3284,856,Oak Grove,,4852884,N,N,,710,603,704,19,19
3285,857,Little Hope,,4843036,N,N,,,,,250,10
3286,858,Pine Mills,,4857656,N,N,,,,,250,10
3287,859,Golden,,4829996,N,N,,,,,250,10
3288,860,Hainesville,,4831784,N,N,,,,,250,10
3289,87,Addicks,,4801216,N,N,,,,,102,12
3290,861,West Mineola,,4877668,N,N,,,,,250,10
3291,862,New Hope,,4851024,N,N,,,614,641,37,10
3292,863,Hoard,,4834256,N,N,,,,,250,10
3293,864,Crow,,4817936,N,N,,,,,250,10
3294,865,Hermits Cove,,0,N,N,,,,,190,1
3295,866,Flats,,4826040,N,N,,,,,190,1
3296,867,Sand Branch,,0,N,N,,,,,57,18
3297,868,Duffau,,4821520,N,N,,,,,73,2
3298,869,Alexander,,4801768,N,N,,,,,73,2
3299,870,Clairette,,4815076,N,N,,,,,73,2
3300,88,Alief,,4801876,N,N,,,,,102,12
3301,871,Edna Hill,,4822732,N,N,,,,,73,2
3302,872,Patillo,,4856036,N,N,,,,,73,2
3303,873,Morgan Mill,,4849368,N,N,,,,,73,2
3304,874,Thurber,,4872920,N,N,,,,,73,2
3305,875,Punkin Center,,0,N,N,,,,,100,25
3306,876,Gadston,,0,N,N,,,,,139,1
3307,877,Taylor Town,,4871984,N,N,,,,,139,1
3308,688,Cottonwood (Callahan),,,,,,,,,,
3309,878,Cunningham,,4818164,N,N,,,,,139,1
3310,879,Givens,,4829648,N,N,,,,,139,1
3311,880,Minter,,4848732,N,N,,,,,139,1
3312,89,Wildorado,,4879180,N,N,,,,,180,4
