,LocationAbbr,CMMR_Barcode,Target,Ct,copiesperml,SampleName,date_of_collection
283,Turkey Creek,TC-22-1122,NOROVIRUS,Undetermined,38622104.2505844,TC-22-1122,2022-11-21
284,Almeda Sims,AS-22-1128,NOROVIRUS,Undetermined,7281287.5473549,AS-22-1128,2022-11-28
285,Fred Hurvey,22-35722,NOROVIRUS,Undetermined,3859763.65102433,22-35722,2022-11-28
286,Haskell,22-35723,NOROVIRUS,Undetermined,5132228.10456723,22-35723,2022-11-28
287,Homestead,HO-22-1128,NOROVIRUS,Undetermined,3440090.64942658,HO-22-1128,2022-11-28
288,Intercontinental Airport,IA-22-1128,NOROVIRUS,Undetermined,6322554.12269843,IA-22-1128,2022-11-28
289,John T. Hickerson,22-35721,NOROVIRUS,Undetermined,290597.328966472,22-35721,2022-11-28
290,LB_TX1,A9595M,NOROVIRUS,Undetermined,7552381.71416404,A9595M,2022-11-28
291,Metro Central,MC-22-1128,NOROVIRUS,Undetermined,11448715.3424642,MC-22-1128,2022-11-28
292,Park Ten,PT-22-1128,NOROVIRUS,Undetermined,3972445.72272541,PT-22-1128,2022-11-28
293,Roberto Bustamante,22-35724,NOROVIRUS,Undetermined,1730299.0243781,22-35724,2022-11-28
294,Turkey Creek,TC-22-1128,NOROVIRUS,Undetermined,8079013.26423318,TC-22-1128,2022-11-28
295,Almeda Sims,D6US9A,NOROVIRUS,Undetermined,7204887.92551524,D6US9A,2022-12-05
296,Fred Hurvey,RMLWN5,NOROVIRUS,Undetermined,1942565.12898836,RMLWN5,2022-12-05
297,Haskell,FT3BFL,NOROVIRUS,Undetermined,2191742.89786279,FT3BFL,2022-12-05
298,Homestead,Z6JM67,NOROVIRUS,Undetermined,3629621.15358558,Z6JM67,2022-12-05
299,Intercontinental Airport,PES8F5,NOROVIRUS,Undetermined,34743519.0751812,PES8F5,2022-12-05
300,John T. Hickerson,M7MY28,NOROVIRUS,Undetermined,980044.57260847,M7MY28,2022-12-05
301,LB_TX1,PDPFWK,NOROVIRUS,Undetermined,11307727.1982125,PDPFWK,2022-12-05
302,Metro Central,K5WPZD,NOROVIRUS,Undetermined,7771944.98016293,K5WPZD,2022-12-05
303,Park Ten,FAJ9RE,NOROVIRUS,Undetermined,3069457.1152135,FAJ9RE,2022-12-05
304,Roberto Bustamante,JXNFZ4,NOROVIRUS,Undetermined,2559100.7853899,JXNFZ4,2022-12-05
305,Turkey Creek,KUKELP,NOROVIRUS,Undetermined,7271210.30796005,KUKELP,2022-12-05
306,Almeda Sims,DR4746,NOROVIRUS,Undetermined,7311224.75600718,DR4746,2022-12-12
307,Fred Hurvey,CMRC6F,NOROVIRUS,Undetermined,3040326.03555342,CMRC6F,2022-12-12
308,Haskell,CQ3ANL,NOROVIRUS,Undetermined,3565333.21416387,CQ3ANL,2022-12-12
309,Homestead,P3SKUQ,NOROVIRUS,Undetermined,2629176.51634671,P3SKUQ,2022-12-12
310,Intercontinental Airport,R8ZQMC,NOROVIRUS,Undetermined,3747676.84836047,R8ZQMC,2022-12-12
311,John T. Hickerson,NA,NOROVIRUS,NA,0,NA,2022-12-12
312,LB_TX1,NA,NOROVIRUS,NA,0,NA,2022-12-12
313,Metro Central,VE73Z5,NOROVIRUS,Undetermined,3463834.44383659,VE73Z5,2022-12-12
314,Park Ten,ABUBEH,NOROVIRUS,Undetermined,444245.921455075,ABUBEH,2022-12-12
315,Roberto Bustamante,WGNCSH,NOROVIRUS,Undetermined,3061340.72952762,WGNCSH,2022-12-12
316,Turkey Creek,Z62SBD,NOROVIRUS,Undetermined,9197283.8829316,Z62SBD,2022-12-12
