,LocationAbbr,CMMR_Barcode,Target,Ct,copiesperml,SampleName,date_of_collection
269,Park Ten,PT-22-1114,SARSCOV2N1,Undetermined,55608.31681299,PT-22-1114,2022-11-07
270,Roberto Bustamante,22-34139,SARSCOV2N1,Undetermined,211707.169899819,22-34139,2022-11-07
271,Turkey Creek,TC-22-1114,SARSCOV2N1,Undetermined,73262.766150905,TC-22-1114,2022-11-07
272,Almeda Sims,AS-22-1114,SARSCOV2N1,Undetermined,32222.4848316128,AS-22-1114,2022-11-14
273,Fred Hurvey,22-34137,SARSCOV2N1,Undetermined,1340864.31966053,22-34137,2022-11-14
274,Haskell,22-34138,SARSCOV2N1,Undetermined,1259012.3657144,22-34138,2022-11-14
275,Homestead,HO-22-1114,SARSCOV2N1,Undetermined,21947.4887141341,HO-22-1114,2022-11-14
276,Intercontinental Airport,IA-22-1114,SARSCOV2N1,Undetermined,186415.323371996,IA-22-1114,2022-11-14
277,John T. Hickerson,22-34136,SARSCOV2N1,Undetermined,853285.787100226,22-34136,2022-11-14
278,LB_TX1,FXE5M5,SARSCOV2N1,Undetermined,313489.893311594,FXE5M5,2022-11-14
279,Metro Central,MC-22-1114,SARSCOV2N1,Undetermined,27995.9050427906,MC-22-1114,2022-11-14
280,Park Ten,PT-22-1114,SARSCOV2N1,Undetermined,157971.369344058,PT-22-1114,2022-11-14
281,Roberto Bustamante,22-34139,SARSCOV2N1,Undetermined,2215550.2705601,22-34139,2022-11-14
282,Turkey Creek,TC-22-1114,SARSCOV2N1,Undetermined,360791.088615396,TC-22-1114,2022-11-14
283,Almeda Sims,AS-22-1122,SARSCOV2N1,Undetermined,82463.2990645506,AS-22-1122,2022-11-21
284,Fred Hurvey,22-34993,SARSCOV2N1,Undetermined,4898860.27853127,22-34993,2022-11-21
285,Haskell,22-34994,SARSCOV2N1,Undetermined,971781.25253666,22-34994,2022-11-21
286,Homestead,HO-22-1122,SARSCOV2N1,Undetermined,109462.747292376,HO-22-1122,2022-11-21
287,Intercontinental Airport,IA-22-1122,SARSCOV2N1,Undetermined,404234.5529005,IA-22-1122,2022-11-21
288,John T. Hickerson,22-34992,SARSCOV2N1,Undetermined,257875.851383165,22-34992,2022-11-21
289,LB_TX1,VD8K6G,SARSCOV2N1,Undetermined,671812.677524411,VD8K6G,2022-11-21
290,Metro Central,MC-22-1122,SARSCOV2N1,Undetermined,116614.504350787,MC-22-1122,2022-11-21
291,Park Ten,PT-22-1122,SARSCOV2N1,Undetermined,294520.666120523,PT-22-1122,2022-11-21
292,Roberto Bustamante,22-34995,SARSCOV2N1,Undetermined,2349074.48727243,22-34995,2022-11-21
293,Turkey Creek,TC-22-1122,SARSCOV2N1,Undetermined,309936.101903601,TC-22-1122,2022-11-21
294,Almeda Sims,AS-22-1128,SARSCOV2N1,Undetermined,90353.7985112455,AS-22-1128,2022-11-28
295,Fred Hurvey,22-35722,SARSCOV2N1,Undetermined,418141.29186614,22-35722,2022-11-28
296,Haskell,22-35723,SARSCOV2N1,Undetermined,1086408.8377244,22-35723,2022-11-28
297,Homestead,HO-22-1128,SARSCOV2N1,Undetermined,15760.0860493195,HO-22-1128,2022-11-28
298,Intercontinental Airport,IA-22-1128,SARSCOV2N1,Undetermined,131293.665410635,IA-22-1128,2022-11-28
299,John T. Hickerson,22-35721,SARSCOV2N1,Undetermined,731589.157865105,22-35721,2022-11-28
300,LB_TX1,A9595M,SARSCOV2N1,Undetermined,604422.341618225,A9595M,2022-11-28
301,Metro Central,MC-22-1128,SARSCOV2N1,Undetermined,49148.4159516492,MC-22-1128,2022-11-28
302,Park Ten,PT-22-1128,SARSCOV2N1,Undetermined,57992.8379073098,PT-22-1128,2022-11-28
303,Roberto Bustamante,22-35724,SARSCOV2N1,Undetermined,1696495.24992678,22-35724,2022-11-28
304,Turkey Creek,TC-22-1128,SARSCOV2N1,Undetermined,266726.633505624,TC-22-1128,2022-11-28
305,Almeda Sims,D6US9A,SARSCOV2N1,Undetermined,499574.459549432,D6US9A,2022-12-05
306,Fred Hurvey,RMLWN5,SARSCOV2N1,Undetermined,3841169.16228221,RMLWN5,2022-12-05
307,Haskell,FT3BFL,SARSCOV2N1,Undetermined,4823747.38330106,FT3BFL,2022-12-05
308,Homestead,Z6JM67,SARSCOV2N1,Undetermined,1736273.49767578,Z6JM67,2022-12-05
309,Intercontinental Airport,PES8F5,SARSCOV2N1,Undetermined,1529705.59197952,PES8F5,2022-12-05
310,John T. Hickerson,M7MY28,SARSCOV2N1,Undetermined,2170301.61309036,M7MY28,2022-12-05
311,LB_TX1,PDPFWK,SARSCOV2N1,Undetermined,853219.38899441,PDPFWK,2022-12-05
312,Metro Central,K5WPZD,SARSCOV2N1,Undetermined,614042.280663916,K5WPZD,2022-12-05
313,Park Ten,FAJ9RE,SARSCOV2N1,Undetermined,808559.557153668,FAJ9RE,2022-12-05
314,Roberto Bustamante,JXNFZ4,SARSCOV2N1,Undetermined,5936194.86228089,JXNFZ4,2022-12-05
315,Turkey Creek,KUKELP,SARSCOV2N1,Undetermined,1581239.59825194,KUKELP,2022-12-05
316,Almeda Sims,DR4746,SARSCOV2N1,Undetermined,227736.301237862,DR4746,2022-12-12
317,Fred Hurvey,CMRC6F,SARSCOV2N1,Undetermined,1963200.11867326,CMRC6F,2022-12-12
318,Haskell,CQ3ANL,SARSCOV2N1,Undetermined,1199008.03644185,CQ3ANL,2022-12-12
319,Homestead,P3SKUQ,SARSCOV2N1,Undetermined,114949.16635007,P3SKUQ,2022-12-12
320,Intercontinental Airport,R8ZQMC,SARSCOV2N1,Undetermined,389678.479013572,R8ZQMC,2022-12-12
321,John T. Hickerson,R68ZKY,SARSCOV2N1,Undetermined,306795.684906563,R68ZKY,2022-12-12
322,LB_TX1,PDPFWK,SARSCOV2N1,Undetermined,380821.303019676,PDPFWK,2022-12-12
323,Metro Central,VE73Z5,SARSCOV2N1,Undetermined,422702.91856378,VE73Z5,2022-12-12
324,Park Ten,ABUBEH,SARSCOV2N1,Undetermined,384286.545903152,ABUBEH,2022-12-12
325,Roberto Bustamante,WGNCSH,SARSCOV2N1,Undetermined,881054.738913193,WGNCSH,2022-12-12
326,Turkey Creek,Z62SBD,SARSCOV2N1,Undetermined,737274.505741167,Z62SBD,2022-12-12
