"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"307","JT","PFGRWE","INFLUENZAA","Undetermined",0,"JT-23-16174",2023-06-01
"308","JT","PFGRWE","INFLUENZAA","Undetermined",0,"JT-23-16174",2023-06-01
"309","FH","Q4MXHS","INFLUENZAA","Undetermined",0,"FH-23-16175",2023-06-01
"310","FH","Q4MXHS","INFLUENZAA","Undetermined",0,"FH-23-16175",2023-06-01
"311","HS","M2R98S","INFLUENZAA","Undetermined",0,"HS-23-16176",2023-06-01
"312","HS","M2R98S","INFLUENZAA","Undetermined",0,"HS-23-16176",2023-06-01
"313","RB","A9Y94T","INFLUENZAA","Undetermined",0,"RB-23-16177",2023-06-01
"314","RB","A9Y94T","INFLUENZAA","Undetermined",0,"RB-23-16177",2023-06-01
"315","LB","G9BBYC","INFLUENZAA","Undetermined",0,"LB_TX1 005312023",2023-05-31
"316","LB","G9BBYC","INFLUENZAA","Undetermined",0,"LB_TX1 005312023",2023-05-31
"317","WF","QKDWNF","INFLUENZAA","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"318","WF","QKDWNF","INFLUENZAA","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"319","B1","L2N2CZ","INFLUENZAA","Undetermined",0,"BSR53123",2023-06-01
"320","B1","L2N2CZ","INFLUENZAA","Undetermined",0,"BSR53123",2023-06-01
"321","B2","ZR846F","INFLUENZAA","Undetermined",0,"SABIB53123",2023-06-01
"322","B2","ZR846F","INFLUENZAA","Undetermined",0,"SABIB53123",2023-06-01
"323","BC","WLFVVY","INFLUENZAA","Undetermined",0,"BTC-2023-05-28",2023-05-28
"324","BC","WLFVVY","INFLUENZAA","Undetermined",0,"BTC-2023-05-28",2023-05-28
"325","BW","K5XABF","INFLUENZAA","Undetermined",0,"BTW-2023-05-28",2023-05-28
"326","BW","K5XABF","INFLUENZAA","Undetermined",0,"BTW-2023-05-28",2023-05-28
"327","HW","XKMKGH","INFLUENZAA","Undetermined",0,"HW-2023-05-28",2023-05-28
"328","HW","XKMKGH","INFLUENZAA","Undetermined",0,"HW-2023-05-28",2023-05-28
"329","FR","HU3LQX","INFLUENZAA","Undetermined",0,"Fon-2023-05-28",2023-05-28
"330","FR","HU3LQX","INFLUENZAA","Undetermined",0,"Fon-2023-05-28",2023-05-28
"331","TC","MRUD6W","INFLUENZAA","Undetermined",0,"TC-23-0601",2023-06-01
"332","TC","MRUD6W","INFLUENZAA","Undetermined",0,"TC-23-0601",2023-06-01
"333","MC","NW3NEY","INFLUENZAA","Undetermined",0,"CC-23-0601",2023-06-01
"334","MC","NW3NEY","INFLUENZAA","Undetermined",0,"CC-23-0601",2023-06-01
"335","IA","V639HT","INFLUENZAA","Undetermined",0,"IA-23-0601",2023-06-01
"336","IA","V639HT","INFLUENZAA","Undetermined",0,"IA-23-0601",2023-06-01
"337","PT","BASRPU","INFLUENZAA","Undetermined",0,"PT-23-0601",2023-06-01
"338","PT","BASRPU","INFLUENZAA","Undetermined",0,"PT-23-0601",2023-06-01
"339","HO","VLDXXX","INFLUENZAA","Undetermined",0,"HO-23-0601",2023-06-01
"340","HO","VLDXXX","INFLUENZAA","Undetermined",0,"HO-23-0601",2023-06-01
"341","JT","PFGRWE","INFLUENZAB","Undetermined",0,"JT-23-16174",2023-06-01
"342","JT","PFGRWE","INFLUENZAB","Undetermined",0,"JT-23-16174",2023-06-01
"343","FH","Q4MXHS","INFLUENZAB","Undetermined",0,"FH-23-16175",2023-06-01
"344","FH","Q4MXHS","INFLUENZAB","Undetermined",0,"FH-23-16175",2023-06-01
"345","HS","M2R98S","INFLUENZAB","Undetermined",0,"HS-23-16176",2023-06-01
"346","HS","M2R98S","INFLUENZAB","Undetermined",0,"HS-23-16176",2023-06-01
"347","RB","A9Y94T","INFLUENZAB","Undetermined",0,"RB-23-16177",2023-06-01
"348","RB","A9Y94T","INFLUENZAB","Undetermined",0,"RB-23-16177",2023-06-01
"349","LB","G9BBYC","INFLUENZAB","Undetermined",0,"LB_TX1 005312023",2023-05-31
"350","LB","G9BBYC","INFLUENZAB","Undetermined",0,"LB_TX1 005312023",2023-05-31
"351","WF","QKDWNF","INFLUENZAB","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"352","WF","QKDWNF","INFLUENZAB","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"353","B1","L2N2CZ","INFLUENZAB","Undetermined",0,"BSR53123",2023-06-01
"354","B1","L2N2CZ","INFLUENZAB","Undetermined",0,"BSR53123",2023-06-01
"355","B2","ZR846F","INFLUENZAB","Undetermined",0,"SABIB53123",2023-06-01
"356","B2","ZR846F","INFLUENZAB","Undetermined",0,"SABIB53123",2023-06-01
"357","BC","WLFVVY","INFLUENZAB","Undetermined",0,"BTC-2023-05-28",2023-05-28
"358","BC","WLFVVY","INFLUENZAB","Undetermined",0,"BTC-2023-05-28",2023-05-28
"359","BW","K5XABF","INFLUENZAB","Undetermined",0,"BTW-2023-05-28",2023-05-28
"360","BW","K5XABF","INFLUENZAB","Undetermined",0,"BTW-2023-05-28",2023-05-28
"361","HW","XKMKGH","INFLUENZAB","Undetermined",0,"HW-2023-05-28",2023-05-28
"362","HW","XKMKGH","INFLUENZAB","Undetermined",0,"HW-2023-05-28",2023-05-28
"363","FR","HU3LQX","INFLUENZAB","Undetermined",0,"Fon-2023-05-28",2023-05-28
"364","FR","HU3LQX","INFLUENZAB","Undetermined",0,"Fon-2023-05-28",2023-05-28
"365","TC","MRUD6W","INFLUENZAB","Undetermined",0,"TC-23-0601",2023-06-01
"366","TC","MRUD6W","INFLUENZAB","Undetermined",0,"TC-23-0601",2023-06-01
"367","MC","NW3NEY","INFLUENZAB","Undetermined",0,"CC-23-0601",2023-06-01
"368","MC","NW3NEY","INFLUENZAB","Undetermined",0,"CC-23-0601",2023-06-01
"369","IA","V639HT","INFLUENZAB","Undetermined",0,"IA-23-0601",2023-06-01
"370","IA","V639HT","INFLUENZAB","Undetermined",0,"IA-23-0601",2023-06-01
"371","PT","BASRPU","INFLUENZAB","Undetermined",0,"PT-23-0601",2023-06-01
"372","PT","BASRPU","INFLUENZAB","Undetermined",0,"PT-23-0601",2023-06-01
"373","HO","VLDXXX","INFLUENZAB","Undetermined",0,"HO-23-0601",2023-06-01
"374","HO","VLDXXX","INFLUENZAB","Undetermined",0,"HO-23-0601",2023-06-01
"375","JT","PFGRWE","SARSCOV2N1","30.315",144822.636,"JT-23-16174",2023-06-01
"376","JT","PFGRWE","SARSCOV2N1","30.394",136528.571,"JT-23-16174",2023-06-01
"377","FH","Q4MXHS","SARSCOV2N1","30.462",129823.28,"FH-23-16175",2023-06-01
"378","FH","Q4MXHS","SARSCOV2N1","29.814",209986.457,"FH-23-16175",2023-06-01
"379","HS","M2R98S","SARSCOV2N1","31.151",77803.25,"HS-23-16176",2023-06-01
"380","HS","M2R98S","SARSCOV2N1","31.104",80561.356,"HS-23-16176",2023-06-01
"381","RB","A9Y94T","SARSCOV2N1","30.16",162433.333,"RB-23-16177",2023-06-01
"382","RB","A9Y94T","SARSCOV2N1","29.88",200074.291,"RB-23-16177",2023-06-01
"383","LB","G9BBYC","SARSCOV2N1","31.256",71955.211,"LB_TX1 005312023",2023-05-31
"384","LB","G9BBYC","SARSCOV2N1","30.846",97599.895,"LB_TX1 005312023",2023-05-31
"385","WF","QKDWNF","SARSCOV2N1","30.61",116256.459,"Wichita Falls-2023-05-31",2023-05-31
"386","WF","QKDWNF","SARSCOV2N1","30.405",135417.614,"Wichita Falls-2023-05-31",2023-05-31
"387","B1","L2N2CZ","SARSCOV2N1","30.048",176602.862,"BSR53123",2023-06-01
"388","B1","L2N2CZ","SARSCOV2N1","30.278",148791.589,"BSR53123",2023-06-01
"389","B2","ZR846F","SARSCOV2N1","30.413",134635.327,"SABIB53123",2023-06-01
"390","B2","ZR846F","SARSCOV2N1","30.279",148647.985,"SABIB53123",2023-06-01
"391","BC","WLFVVY","SARSCOV2N1","31.058",83361.492,"BTC-2023-05-28",2023-05-28
"392","BC","WLFVVY","SARSCOV2N1","30.568",119976.037,"BTC-2023-05-28",2023-05-28
"393","BW","K5XABF","SARSCOV2N1","30.615",115825.501,"BTW-2023-05-28",2023-05-28
"394","BW","K5XABF","SARSCOV2N1","31.574",56830.095,"BTW-2023-05-28",2023-05-28
"395","HW","XKMKGH","SARSCOV2N1","31.547",57985.622,"HW-2023-05-28",2023-05-28
"396","HW","XKMKGH","SARSCOV2N1","31.283",70552.737,"HW-2023-05-28",2023-05-28
"397","FR","HU3LQX","SARSCOV2N1","34.246",7807.534,"Fon-2023-05-28",2023-05-28
"398","FR","HU3LQX","SARSCOV2N1","36.758",1208.795,"Fon-2023-05-28",2023-05-28
"399","TC","MRUD6W","SARSCOV2N1","30.046",176839.135,"TC-23-0601",2023-06-01
"400","TC","MRUD6W","SARSCOV2N1","30.183",159658.221,"TC-23-0601",2023-06-01
"401","MC","NW3NEY","SARSCOV2N1","31.583",56464.038,"CC-23-0601",2023-06-01
"402","MC","NW3NEY","SARSCOV2N1","30.758",104169.283,"CC-23-0601",2023-06-01
"403","IA","V639HT","SARSCOV2N1","31.922",43895.206,"IA-23-0601",2023-06-01
"404","IA","V639HT","SARSCOV2N1","30.61",116256.459,"IA-23-0601",2023-06-01
"405","PT","BASRPU","SARSCOV2N1","30.227",154593.52,"PT-23-0601",2023-06-01
"406","PT","BASRPU","SARSCOV2N1","30.664",111710.633,"PT-23-0601",2023-06-01
"407","HO","VLDXXX","SARSCOV2N1","32.506",28440.238,"HO-23-0601",2023-06-01
"408","HO","VLDXXX","SARSCOV2N1","31.512",59526.098,"HO-23-0601",2023-06-01
