"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"91","FR","HU3LQX","ENTERO","Undetermined",0,"Fon-2023-05-28",2023-05-28
"92","FR","HU3LQX","ENTERO","Undetermined",0,"Fon-2023-05-28",2023-05-28
"93","TC","MRUD6W","ENTERO","Undetermined",0,"TC-23-0601",2023-06-01
"94","TC","MRUD6W","ENTERO","Undetermined",0,"TC-23-0601",2023-06-01
"95","MC","NW3NEY","ENTERO","Undetermined",0,"CC-23-0601",2023-06-01
"96","MC","NW3NEY","ENTERO","Undetermined",0,"CC-23-0601",2023-06-01
"97","IA","V639HT","ENTERO","Undetermined",0,"IA-23-0601",2023-06-01
"98","IA","V639HT","ENTERO","Undetermined",0,"IA-23-0601",2023-06-01
"99","PT","BASRPU","ENTERO","Undetermined",0,"PT-23-0601",2023-06-01
"100","PT","BASRPU","ENTERO","Undetermined",0,"PT-23-0601",2023-06-01
"101","HO","VLDXXX","ENTERO","Undetermined",0,"HO-23-0601",2023-06-01
"102","HO","VLDXXX","ENTERO","Undetermined",0,"HO-23-0601",2023-06-01
"103","JT","PFGRWE","NOROVIRUS","30.085",2402036.184,"JT-23-16174",2023-06-01
"104","JT","PFGRWE","NOROVIRUS","30.49",1815967.508,"JT-23-16174",2023-06-01
"105","FH","Q4MXHS","NOROVIRUS","29.799",2928300.093,"FH-23-16175",2023-06-01
"106","FH","Q4MXHS","NOROVIRUS","29.71",3113308.719,"FH-23-16175",2023-06-01
"107","HS","M2R98S","NOROVIRUS","30.266",2119313.286,"HS-23-16176",2023-06-01
"108","HS","M2R98S","NOROVIRUS","30.013",2524126.27,"HS-23-16176",2023-06-01
"109","RB","A9Y94T","NOROVIRUS","30.368",1974851.755,"RB-23-16177",2023-06-01
"110","RB","A9Y94T","NOROVIRUS","29.77",2986579.913,"RB-23-16177",2023-06-01
"111","LB","G9BBYC","NOROVIRUS","Undetermined",0,"LB_TX1 005312023",2023-05-31
"112","LB","G9BBYC","NOROVIRUS","38.027",9902.497,"LB_TX1 005312023",2023-05-31
"113","WF","QKDWNF","NOROVIRUS","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"114","WF","QKDWNF","NOROVIRUS","38.588",6717.167,"Wichita Falls-2023-05-31",2023-05-31
"115","B1","L2N2CZ","NOROVIRUS","30.927",1341549.1,"BSR53123",2023-06-01
"116","B1","L2N2CZ","NOROVIRUS","31.5",902806.257,"BSR53123",2023-06-01
"117","B2","ZR846F","NOROVIRUS","Undetermined",0,"SABIB53123",2023-06-01
"118","B2","ZR846F","NOROVIRUS","30.821",1443671.67,"SABIB53123",2023-06-01
"119","BC","WLFVVY","NOROVIRUS","31.153",1147859.821,"BTC-2023-05-28",2023-05-28
"120","BC","WLFVVY","NOROVIRUS","30.968",1304591.186,"BTC-2023-05-28",2023-05-28
"121","BW","K5XABF","NOROVIRUS","30.782",1483543.435,"BTW-2023-05-28",2023-05-28
"122","BW","K5XABF","NOROVIRUS","31.052",1230889.834,"BTW-2023-05-28",2023-05-28
"123","HW","XKMKGH","NOROVIRUS","34.79",92844.616,"HW-2023-05-28",2023-05-28
"124","HW","XKMKGH","NOROVIRUS","32.461",464521.662,"HW-2023-05-28",2023-05-28
"125","FR","HU3LQX","NOROVIRUS","30.047",2465987.987,"Fon-2023-05-28",2023-05-28
"126","FR","HU3LQX","NOROVIRUS","30.065",2435317.117,"Fon-2023-05-28",2023-05-28
"127","TC","MRUD6W","NOROVIRUS","32.357",499329.648,"TC-23-0601",2023-06-01
"128","TC","MRUD6W","NOROVIRUS","33.011",317549.02,"TC-23-0601",2023-06-01
"129","MC","NW3NEY","NOROVIRUS","38.577",6766.582,"CC-23-0601",2023-06-01
"130","MC","NW3NEY","NOROVIRUS","39.5",3575.793,"CC-23-0601",2023-06-01
"131","IA","V639HT","NOROVIRUS","31.731",769529.354,"IA-23-0601",2023-06-01
"132","IA","V639HT","NOROVIRUS","30.127",2332957.743,"IA-23-0601",2023-06-01
"133","PT","BASRPU","NOROVIRUS","37.795",11623.966,"PT-23-0601",2023-06-01
"134","PT","BASRPU","NOROVIRUS","Undetermined",0,"PT-23-0601",2023-06-01
"135","HO","VLDXXX","NOROVIRUS","35.091",75393.916,"HO-23-0601",2023-06-01
"136","HO","VLDXXX","NOROVIRUS","33.526",222441.688,"HO-23-0601",2023-06-01
"137","JT","PFGRWE","RSVA","Undetermined",0,"JT-23-16174",2023-06-01
"138","JT","PFGRWE","RSVA","Undetermined",0,"JT-23-16174",2023-06-01
"139","FH","Q4MXHS","RSVA","Undetermined",0,"FH-23-16175",2023-06-01
"140","FH","Q4MXHS","RSVA","Undetermined",0,"FH-23-16175",2023-06-01
"141","HS","M2R98S","RSVA","Undetermined",0,"HS-23-16176",2023-06-01
"142","HS","M2R98S","RSVA","Undetermined",0,"HS-23-16176",2023-06-01
"143","RB","A9Y94T","RSVA","Undetermined",0,"RB-23-16177",2023-06-01
"144","RB","A9Y94T","RSVA","Undetermined",0,"RB-23-16177",2023-06-01
"145","LB","G9BBYC","RSVA","Undetermined",0,"LB_TX1 005312023",2023-05-31
"146","LB","G9BBYC","RSVA","Undetermined",0,"LB_TX1 005312023",2023-05-31
"147","WF","QKDWNF","RSVA","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"148","WF","QKDWNF","RSVA","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"149","B1","L2N2CZ","RSVA","Undetermined",0,"BSR53123",2023-06-01
"150","B1","L2N2CZ","RSVA","Undetermined",0,"BSR53123",2023-06-01
"151","B2","ZR846F","RSVA","Undetermined",0,"SABIB53123",2023-06-01
"152","B2","ZR846F","RSVA","Undetermined",0,"SABIB53123",2023-06-01
"153","BC","WLFVVY","RSVA","Undetermined",0,"BTC-2023-05-28",2023-05-28
"154","BC","WLFVVY","RSVA","Undetermined",0,"BTC-2023-05-28",2023-05-28
"155","BW","K5XABF","RSVA","Undetermined",0,"BTW-2023-05-28",2023-05-28
"156","BW","K5XABF","RSVA","Undetermined",0,"BTW-2023-05-28",2023-05-28
"157","HW","XKMKGH","RSVA","Undetermined",0,"HW-2023-05-28",2023-05-28
"158","HW","XKMKGH","RSVA","Undetermined",0,"HW-2023-05-28",2023-05-28
"159","FR","HU3LQX","RSVA","Undetermined",0,"Fon-2023-05-28",2023-05-28
"160","FR","HU3LQX","RSVA","Undetermined",0,"Fon-2023-05-28",2023-05-28
"161","TC","MRUD6W","RSVA","Undetermined",0,"TC-23-0601",2023-06-01
"162","TC","MRUD6W","RSVA","Undetermined",0,"TC-23-0601",2023-06-01
"163","MC","NW3NEY","RSVA","Undetermined",0,"CC-23-0601",2023-06-01
"164","MC","NW3NEY","RSVA","Undetermined",0,"CC-23-0601",2023-06-01
"165","IA","V639HT","RSVA","Undetermined",0,"IA-23-0601",2023-06-01
"166","IA","V639HT","RSVA","Undetermined",0,"IA-23-0601",2023-06-01
"167","PT","BASRPU","RSVA","Undetermined",0,"PT-23-0601",2023-06-01
"168","PT","BASRPU","RSVA","Undetermined",0,"PT-23-0601",2023-06-01
"169","HO","VLDXXX","RSVA","Undetermined",0,"HO-23-0601",2023-06-01
"170","HO","VLDXXX","RSVA","Undetermined",0,"HO-23-0601",2023-06-01
"171","JT","PFGRWE","RSVB","Undetermined",0,"JT-23-16174",2023-06-01
"172","JT","PFGRWE","RSVB","Undetermined",0,"JT-23-16174",2023-06-01
"173","FH","Q4MXHS","RSVB","Undetermined",0,"FH-23-16175",2023-06-01
"174","FH","Q4MXHS","RSVB","Undetermined",0,"FH-23-16175",2023-06-01
"175","HS","M2R98S","RSVB","Undetermined",0,"HS-23-16176",2023-06-01
"176","HS","M2R98S","RSVB","Undetermined",0,"HS-23-16176",2023-06-01
"177","RB","A9Y94T","RSVB","Undetermined",0,"RB-23-16177",2023-06-01
"178","RB","A9Y94T","RSVB","Undetermined",0,"RB-23-16177",2023-06-01
"179","LB","G9BBYC","RSVB","Undetermined",0,"LB_TX1 005312023",2023-05-31
"180","LB","G9BBYC","RSVB","Undetermined",0,"LB_TX1 005312023",2023-05-31
"181","WF","QKDWNF","RSVB","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"182","WF","QKDWNF","RSVB","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"183","B1","L2N2CZ","RSVB","Undetermined",0,"BSR53123",2023-06-01
"184","B1","L2N2CZ","RSVB","Undetermined",0,"BSR53123",2023-06-01
"185","B2","ZR846F","RSVB","Undetermined",0,"SABIB53123",2023-06-01
"186","B2","ZR846F","RSVB","Undetermined",0,"SABIB53123",2023-06-01
"187","BC","WLFVVY","RSVB","Undetermined",0,"BTC-2023-05-28",2023-05-28
"188","BC","WLFVVY","RSVB","Undetermined",0,"BTC-2023-05-28",2023-05-28
"189","BW","K5XABF","RSVB","Undetermined",0,"BTW-2023-05-28",2023-05-28
"190","BW","K5XABF","RSVB","Undetermined",0,"BTW-2023-05-28",2023-05-28
"191","HW","XKMKGH","RSVB","Undetermined",0,"HW-2023-05-28",2023-05-28
"192","HW","XKMKGH","RSVB","Undetermined",0,"HW-2023-05-28",2023-05-28
"193","FR","HU3LQX","RSVB","34.93",673.475,"Fon-2023-05-28",2023-05-28
"194","FR","HU3LQX","RSVB","Undetermined",0,"Fon-2023-05-28",2023-05-28
"195","TC","MRUD6W","RSVB","39.271",34.396,"TC-23-0601",2023-06-01
"196","TC","MRUD6W","RSVB","38.769",48.512,"TC-23-0601",2023-06-01
"197","MC","NW3NEY","RSVB","Undetermined",0,"CC-23-0601",2023-06-01
"198","MC","NW3NEY","RSVB","Undetermined",0,"CC-23-0601",2023-06-01
"199","IA","V639HT","RSVB","Undetermined",0,"IA-23-0601",2023-06-01
"200","IA","V639HT","RSVB","Undetermined",0,"IA-23-0601",2023-06-01
"201","PT","BASRPU","RSVB","Undetermined",0,"PT-23-0601",2023-06-01
"202","PT","BASRPU","RSVB","Undetermined",0,"PT-23-0601",2023-06-01
"203","HO","VLDXXX","RSVB","Undetermined",0,"HO-23-0601",2023-06-01
"204","HO","VLDXXX","RSVB","Undetermined",0,"HO-23-0601",2023-06-01
"205","JT","PFGRWE","WESTNILE","Undetermined",0,"JT-23-16174",2023-06-01
"206","JT","PFGRWE","WESTNILE","Undetermined",0,"JT-23-16174",2023-06-01
"207","FH","Q4MXHS","WESTNILE","Undetermined",0,"FH-23-16175",2023-06-01
"208","FH","Q4MXHS","WESTNILE","Undetermined",0,"FH-23-16175",2023-06-01
"209","HS","M2R98S","WESTNILE","Undetermined",0,"HS-23-16176",2023-06-01
"210","HS","M2R98S","WESTNILE","Undetermined",0,"HS-23-16176",2023-06-01
"211","RB","A9Y94T","WESTNILE","Undetermined",0,"RB-23-16177",2023-06-01
"212","RB","A9Y94T","WESTNILE","Undetermined",0,"RB-23-16177",2023-06-01
"213","LB","G9BBYC","WESTNILE","Undetermined",0,"LB_TX1 005312023",2023-05-31
"214","LB","G9BBYC","WESTNILE","Undetermined",0,"LB_TX1 005312023",2023-05-31
"215","WF","QKDWNF","WESTNILE","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"216","WF","QKDWNF","WESTNILE","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"217","B1","L2N2CZ","WESTNILE","Undetermined",0,"BSR53123",2023-06-01
"218","B1","L2N2CZ","WESTNILE","Undetermined",0,"BSR53123",2023-06-01
"219","B2","ZR846F","WESTNILE","Undetermined",0,"SABIB53123",2023-06-01
"220","B2","ZR846F","WESTNILE","Undetermined",0,"SABIB53123",2023-06-01
"221","BC","WLFVVY","WESTNILE","Undetermined",0,"BTC-2023-05-28",2023-05-28
"222","BC","WLFVVY","WESTNILE","Undetermined",0,"BTC-2023-05-28",2023-05-28
"223","BW","K5XABF","WESTNILE","Undetermined",0,"BTW-2023-05-28",2023-05-28
"224","BW","K5XABF","WESTNILE","Undetermined",0,"BTW-2023-05-28",2023-05-28
"225","HW","XKMKGH","WESTNILE","Undetermined",0,"HW-2023-05-28",2023-05-28
"226","HW","XKMKGH","WESTNILE","Undetermined",0,"HW-2023-05-28",2023-05-28
"227","FR","HU3LQX","WESTNILE","Undetermined",0,"Fon-2023-05-28",2023-05-28
"228","FR","HU3LQX","WESTNILE","Undetermined",0,"Fon-2023-05-28",2023-05-28
"229","TC","MRUD6W","WESTNILE","Undetermined",0,"TC-23-0601",2023-06-01
"230","TC","MRUD6W","WESTNILE","Undetermined",0,"TC-23-0601",2023-06-01
"231","MC","NW3NEY","WESTNILE","Undetermined",0,"CC-23-0601",2023-06-01
"232","MC","NW3NEY","WESTNILE","Undetermined",0,"CC-23-0601",2023-06-01
"233","IA","V639HT","WESTNILE","Undetermined",0,"IA-23-0601",2023-06-01
"234","IA","V639HT","WESTNILE","Undetermined",0,"IA-23-0601",2023-06-01
"235","PT","BASRPU","WESTNILE","Undetermined",0,"PT-23-0601",2023-06-01
"236","PT","BASRPU","WESTNILE","Undetermined",0,"PT-23-0601",2023-06-01
"237","HO","VLDXXX","WESTNILE","Undetermined",0,"HO-23-0601",2023-06-01
"238","HO","VLDXXX","WESTNILE","Undetermined",0,"HO-23-0601",2023-06-01
"239","JT","PFGRWE","ZIKA","Undetermined",0,"JT-23-16174",2023-06-01
"240","JT","PFGRWE","ZIKA","Undetermined",0,"JT-23-16174",2023-06-01
"241","FH","Q4MXHS","ZIKA","Undetermined",0,"FH-23-16175",2023-06-01
"242","FH","Q4MXHS","ZIKA","Undetermined",0,"FH-23-16175",2023-06-01
"243","HS","M2R98S","ZIKA","Undetermined",0,"HS-23-16176",2023-06-01
"244","HS","M2R98S","ZIKA","Undetermined",0,"HS-23-16176",2023-06-01
"245","RB","A9Y94T","ZIKA","Undetermined",0,"RB-23-16177",2023-06-01
"246","RB","A9Y94T","ZIKA","Undetermined",0,"RB-23-16177",2023-06-01
"247","LB","G9BBYC","ZIKA","Undetermined",0,"LB_TX1 005312023",2023-05-31
"248","LB","G9BBYC","ZIKA","Undetermined",0,"LB_TX1 005312023",2023-05-31
"249","WF","QKDWNF","ZIKA","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"250","WF","QKDWNF","ZIKA","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"251","B1","L2N2CZ","ZIKA","Undetermined",0,"BSR53123",2023-06-01
"252","B1","L2N2CZ","ZIKA","Undetermined",0,"BSR53123",2023-06-01
"253","B2","ZR846F","ZIKA","Undetermined",0,"SABIB53123",2023-06-01
"254","B2","ZR846F","ZIKA","Undetermined",0,"SABIB53123",2023-06-01
"255","BC","WLFVVY","ZIKA","Undetermined",0,"BTC-2023-05-28",2023-05-28
"256","BC","WLFVVY","ZIKA","Undetermined",0,"BTC-2023-05-28",2023-05-28
"257","BW","K5XABF","ZIKA","Undetermined",0,"BTW-2023-05-28",2023-05-28
"258","BW","K5XABF","ZIKA","Undetermined",0,"BTW-2023-05-28",2023-05-28
"259","HW","XKMKGH","ZIKA","Undetermined",0,"HW-2023-05-28",2023-05-28
"260","HW","XKMKGH","ZIKA","Undetermined",0,"HW-2023-05-28",2023-05-28
"261","FR","HU3LQX","ZIKA","Undetermined",0,"Fon-2023-05-28",2023-05-28
"262","FR","HU3LQX","ZIKA","Undetermined",0,"Fon-2023-05-28",2023-05-28
"263","TC","MRUD6W","ZIKA","Undetermined",0,"TC-23-0601",2023-06-01
"264","TC","MRUD6W","ZIKA","Undetermined",0,"TC-23-0601",2023-06-01
"265","MC","NW3NEY","ZIKA","Undetermined",0,"CC-23-0601",2023-06-01
"266","MC","NW3NEY","ZIKA","Undetermined",0,"CC-23-0601",2023-06-01
"267","IA","V639HT","ZIKA","Undetermined",0,"IA-23-0601",2023-06-01
"268","IA","V639HT","ZIKA","Undetermined",0,"IA-23-0601",2023-06-01
"269","PT","BASRPU","ZIKA","Undetermined",0,"PT-23-0601",2023-06-01
"270","PT","BASRPU","ZIKA","Undetermined",0,"PT-23-0601",2023-06-01
"271","HO","VLDXXX","ZIKA","Undetermined",0,"HO-23-0601",2023-06-01
"272","HO","VLDXXX","ZIKA","Undetermined",0,"HO-23-0601",2023-06-01
"273","JT","PFGRWE","MONKEYPOX","37.174",887.547,"JT-23-16174",2023-06-01
"274","JT","PFGRWE","MONKEYPOX","Undetermined",0,"JT-23-16174",2023-06-01
"275","FH","Q4MXHS","MONKEYPOX","Undetermined",0,"FH-23-16175",2023-06-01
"276","FH","Q4MXHS","MONKEYPOX","36.898",1089.491,"FH-23-16175",2023-06-01
"277","HS","M2R98S","MONKEYPOX","Undetermined",0,"HS-23-16176",2023-06-01
"278","HS","M2R98S","MONKEYPOX","36.902",1086.017,"HS-23-16176",2023-06-01
"279","RB","A9Y94T","MONKEYPOX","Undetermined",0,"RB-23-16177",2023-06-01
"280","RB","A9Y94T","MONKEYPOX","Undetermined",0,"RB-23-16177",2023-06-01
"281","LB","G9BBYC","MONKEYPOX","Undetermined",0,"LB_TX1 005312023",2023-05-31
"282","LB","G9BBYC","MONKEYPOX","Undetermined",0,"LB_TX1 005312023",2023-05-31
"283","WF","QKDWNF","MONKEYPOX","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"284","WF","QKDWNF","MONKEYPOX","Undetermined",0,"Wichita Falls-2023-05-31",2023-05-31
"285","B1","L2N2CZ","MONKEYPOX","Undetermined",0,"BSR53123",2023-06-01
"286","B1","L2N2CZ","MONKEYPOX","Undetermined",0,"BSR53123",2023-06-01
"287","B2","ZR846F","MONKEYPOX","Undetermined",0,"SABIB53123",2023-06-01
"288","B2","ZR846F","MONKEYPOX","Undetermined",0,"SABIB53123",2023-06-01
"289","BC","WLFVVY","MONKEYPOX","Undetermined",0,"BTC-2023-05-28",2023-05-28
"290","BC","WLFVVY","MONKEYPOX","Undetermined",0,"BTC-2023-05-28",2023-05-28
"291","BW","K5XABF","MONKEYPOX","Undetermined",0,"BTW-2023-05-28",2023-05-28
"292","BW","K5XABF","MONKEYPOX","Undetermined",0,"BTW-2023-05-28",2023-05-28
"293","HW","XKMKGH","MONKEYPOX","Undetermined",0,"HW-2023-05-28",2023-05-28
"294","HW","XKMKGH","MONKEYPOX","Undetermined",0,"HW-2023-05-28",2023-05-28
"295","FR","HU3LQX","MONKEYPOX","Undetermined",0,"Fon-2023-05-28",2023-05-28
"296","FR","HU3LQX","MONKEYPOX","Undetermined",0,"Fon-2023-05-28",2023-05-28
"297","TC","MRUD6W","MONKEYPOX","Undetermined",0,"TC-23-0601",2023-06-01
"298","TC","MRUD6W","MONKEYPOX","Undetermined",0,"TC-23-0601",2023-06-01
"299","MC","NW3NEY","MONKEYPOX","Undetermined",0,"CC-23-0601",2023-06-01
"300","MC","NW3NEY","MONKEYPOX","Undetermined",0,"CC-23-0601",2023-06-01
"301","IA","V639HT","MONKEYPOX","Undetermined",0,"IA-23-0601",2023-06-01
"302","IA","V639HT","MONKEYPOX","Undetermined",0,"IA-23-0601",2023-06-01
"303","PT","BASRPU","MONKEYPOX","Undetermined",0,"PT-23-0601",2023-06-01
"304","PT","BASRPU","MONKEYPOX","Undetermined",0,"PT-23-0601",2023-06-01
"305","HO","VLDXXX","MONKEYPOX","Undetermined",0,"HO-23-0601",2023-06-01
"306","HO","VLDXXX","MONKEYPOX","Undetermined",0,"HO-23-0601",2023-06-01
